output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,sentiment_label,sentiment_score,positive_component,neutral_component,negative_component,experience_classifier_used,customer_experience_label,is_customer_experience_negative,customer_experience_confidence,customer_experience_reason,customer_experience_issue_theme,customer_experience_issue_pointer
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,1,SPEAKER_1,13.7,15.3,1.6,"Good afternoon, this is Sneha.",Agent,Positive,0.4404,0.42,0.58,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,2,SPEAKER_1,16.7,18.2,1.5,From the Adventure Team.,Agent,Positive,0.3182,0.434,0.566,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,3,SPEAKER_1,19.3,22.6,3.3,Mahindra and Mahindra. I am speaking with Mr. Anurag.,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,4,SPEAKER_2,23.2,23.7,0.5,Yes.,Customer,Positive,0.4019,1.0,0.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,5,SPEAKER_1,26.1,26.6,0.5,Hello.,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,6,SPEAKER_2,27.2,28.6,1.4,"Yes, Ma'am, please tell me.",Customer,Positive,0.6124,0.625,0.375,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,7,SPEAKER_1,29.3,34.5,5.2,"Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag",Agent,Positive,0.6124,0.238,0.762,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,8,SPEAKER_2,34.9,35.7,0.8,"Yes, tell me.",Customer,Positive,0.4019,0.574,0.426,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,9,SPEAKER_1,36.2,48.2,12.0,"Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better",Agent,Positive,0.6597,0.231,0.769,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,10,SPEAKER_1,49.8,54.3,4.5,"I would like to start with a basic question. Can I know your age, sir?",Agent,Positive,0.3612,0.152,0.848,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,11,SPEAKER_2,55.6,56.5,0.9,Thirty-one.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,12,SPEAKER_1,57.1,60.2,3.1,"Thirty-one, okay. And what is your profession, sir?",Agent,Positive,0.2263,0.213,0.787,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,13,SPEAKER_2,61.4,62.2,0.8,"Yes, yes, sir.",Customer,Positive,0.6597,0.844,0.156,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,14,SPEAKER_1,63.1,68.2,5.1,"Business, okay. And how many members are there in your family, sir?",Agent,Positive,0.2263,0.147,0.853,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,15,SPEAKER_2,69.2,69.7,0.5,Okay.,Customer,Positive,0.2263,1.0,0.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,16,SPEAKER_1,71.4,75.5,4.1,"Sir, which vehicle do you have?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,17,SPEAKER_2,77.1,79.1,2.0,"Meaning, the age of the temple?",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,18,SPEAKER_1,80.8,82.6,1.8,"Whatever car you have, sir.",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,19,SPEAKER_2,83.3,86.4,3.1,"Ma'am, there are ten cars. Please tell me which one.",Customer,Positive,0.3182,0.204,0.796,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,20,SPEAKER_1,87.5,89.0,1.5,"Which car do you have, sir?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,21,SPEAKER_2,90.1,93.3,3.2,We have Mahindra's Thar and XUV.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,22,SPEAKER_1,95.2,96.6,1.4,Thar and XUV.,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,23,SPEAKER_2,97.6,98.4,0.8,I am Indira.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,24,SPEAKER_1,99.0,99.8,0.8,Okay.,Agent,Positive,0.2263,1.0,0.0,0.0,No,,False,,,,
run_003,2026-07-02T16:44:49,Other,A007,Sneha,Medium,registry_name_match,CALL010,25,SPEAKER_2,100.7,101.0,0.3,Hmm.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
