output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_005,2026-07-03T13:14:27,CALL001,1,SPEAKER_0,4.4,4.7,0.3,Hello.,Unknown
run_005,2026-07-03T13:14:27,CALL001,2,SPEAKER_2,16.5,17.2,0.7,Hello.,Customer
run_005,2026-07-03T13:14:27,CALL001,3,SPEAKER_1,19.1,23.5,4.4,"Good morning, sir. This is Nagesh calling from the Mahindra and Mahindra Adventure team.",Agent
run_005,2026-07-03T13:14:27,CALL001,4,SPEAKER_2,23.9,24.4,0.5,Yeah.,Customer
run_005,2026-07-03T13:14:27,CALL001,5,SPEAKER_1,25.3,28.6,3.3,"Uh, am I speaking with Mr. Cynthia Watts?",Agent
run_005,2026-07-03T13:14:27,CALL001,6,SPEAKER_2,29.8,31.5,1.7,"Yes, tell me.",Customer
run_005,2026-07-03T13:14:27,CALL001,7,SPEAKER_1,31.5,39.8,8.3,"Okay. Sir, we are conducting a short feedback exercise to understand customer preferences for adventure experiences.",Agent
run_005,2026-07-03T13:14:27,CALL001,8,SPEAKER_2,40.0,40.6,0.6,Hi.,Customer
run_005,2026-07-03T13:14:27,CALL001,9,SPEAKER_1,40.0,40.4,0.4,Hi.,Agent
run_005,2026-07-03T13:14:27,CALL001,10,SPEAKER_1,40.6,49.3,8.7,"Uh, sir, this will help us improve future events. So, sir, your response will be kept confidential and used only for analysis purposes.",Agent
run_005,2026-07-03T13:14:27,CALL001,11,SPEAKER_1,50.3,51.8,1.5,"Sir, can you—",Agent
run_005,2026-07-03T13:14:27,CALL001,12,SPEAKER_2,53.0,54.8,1.8,We have already given this to you.,Customer
run_005,2026-07-03T13:14:27,CALL001,13,SPEAKER_1,55.5,59.0,3.5,"Yes, sir, profile questioning. May I know your age, sir?",Agent
run_005,2026-07-03T13:14:27,CALL001,14,SPEAKER_2,60.0,60.8,0.8,Fifty-one.,Customer
run_005,2026-07-03T13:14:27,CALL001,15,SPEAKER_1,61.4,65.3,3.9,"Fifty-one, okay. And may I know your profession, sir?",Agent
run_005,2026-07-03T13:14:27,CALL001,16,SPEAKER_2,66.5,67.2,0.7,Business.,Customer
run_005,2026-07-03T13:14:27,CALL001,17,SPEAKER_1,67.8,73.2,5.4,"Businessman, right? Okay. How many people are there in your family, sir?",Agent
run_005,2026-07-03T13:14:27,CALL001,18,SPEAKER_2,75.1,78.4,3.3,"For finishing, first time going out to Goa.",Customer
run_005,2026-07-03T13:14:27,CALL001,19,SPEAKER_1,78.0,81.6,3.6,"Okay, sir. Which vehicles do you own?",Agent
run_005,2026-07-03T13:14:27,CALL001,20,SPEAKER_2,83.1,85.6,2.5,I own a Mercedes MTN car.,Customer
run_005,2026-07-03T13:14:27,CALL001,21,SPEAKER_1,86.3,87.1,0.8,Mercedes.,Agent
run_005,2026-07-03T13:14:27,CALL001,22,SPEAKER_2,87.7,88.1,0.4,Yes.,Customer
run_005,2026-07-03T13:14:27,CALL001,23,SPEAKER_1,89.2,95.7,6.5,"Okay, Mercedes. Oh, sir, when was the last time you took part in a Mahindra adventure activity?",Agent
run_005,2026-07-03T13:14:27,CALL001,24,SPEAKER_2,96.5,97.2,0.7,Saskiya.,Customer
run_005,2026-07-03T13:14:27,CALL001,25,SPEAKER_1,98.0,101.9,3.9,Last year? Okay. Do you remember the date or month? Which month?,Agent
run_005,2026-07-03T13:14:27,CALL001,26,SPEAKER_2,102.1,108.2,6.1,"It was somewhere in—I don't know, I can't remember—but it was somewhere in September. September something, I think.",Customer
run_005,2026-07-03T13:14:27,CALL001,27,SPEAKER_1,108.4,109.8,1.4,"September, right?",Agent
run_005,2026-07-03T13:14:27,CALL001,28,SPEAKER_2,110.1,110.5,0.4,Okay.,Customer
run_005,2026-07-03T13:14:27,CALL001,29,SPEAKER_1,111.0,114.8,3.8,"Okay, sir. And which event was it and what location?",Agent
run_005,2026-07-03T13:14:27,CALL001,30,SPEAKER_2,115.2,118.9,3.7,It was Mahindra SK 2025 Goa.,Customer
run_005,2026-07-03T13:14:27,CALL001,31,SPEAKER_1,118.9,120.7,1.8,"Mahindra Escape, right?",Agent
run_005,2026-07-03T13:14:27,CALL001,32,SPEAKER_2,121.3,121.6,0.3,Yeah.,Customer
run_005,2026-07-03T13:14:27,CALL001,33,SPEAKER_1,122.0,125.2,3.2,"Okay, sir. How did you first hear about this event?",Agent
run_005,2026-07-03T13:14:27,CALL001,34,SPEAKER_2,126.2,129.2,3.0,I am through next Facebook company's name ad.,Customer
run_005,2026-07-03T13:14:27,CALL001,35,SPEAKER_1,129.9,130.5,0.6,Sorry?,Agent
run_005,2026-07-03T13:14:27,CALL001,36,SPEAKER_2,131.6,132.3,0.7,Through an ad.,Customer
run_005,2026-07-03T13:14:27,CALL001,37,SPEAKER_1,134.5,136.9,2.4,"Uh, sorry, sir. Re-advertisement?",Agent
run_005,2026-07-03T13:14:27,CALL001,38,SPEAKER_2,136.2,138.8,2.6,"Advertisement. Advertisement media, something.",Customer
run_005,2026-07-03T13:14:27,CALL001,39,SPEAKER_1,139.6,140.9,1.3,"Okay, okay. Company, right?",Agent
run_005,2026-07-03T13:14:27,CALL001,40,SPEAKER_2,142.0,142.4,0.4,Yeah.,Customer
run_005,2026-07-03T13:14:27,CALL001,41,SPEAKER_1,144.4,150.2,5.8,"Sir, what made you feel interested in subscribing to this adventure event?",Agent
run_005,2026-07-03T13:14:27,CALL001,42,SPEAKER_2,150.8,151.7,0.9,Just the thrill.,Customer
run_005,2026-07-03T13:14:27,CALL001,43,SPEAKER_1,153.0,153.7,0.7,Just the thrill?,Agent
