output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_005,2026-07-03T13:15:22,CALL002,1,SPEAKER_2,5.1,5.7,0.6,Hello.,Customer
run_005,2026-07-03T13:15:22,CALL002,2,SPEAKER_1,7.0,13.6,6.6,Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti Ruparaj?,Agent
run_005,2026-07-03T13:15:22,CALL002,3,SPEAKER_2,13.9,15.2,1.3,"Yeah, Drishti, yes.",Customer
run_005,2026-07-03T13:15:22,CALL002,4,SPEAKER_1,15.7,32.8,17.1,"Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure experiences. This will help us improve our future events. It will take about 8 to 10 minutes. Your responses will be kept confidential and used for analysis purposes only. So, is this a convenient time to speak with you now, ma'am?",Agent
run_005,2026-07-03T13:15:22,CALL002,5,SPEAKER_2,21.7,22.0,0.3,Right.,Customer
run_005,2026-07-03T13:15:22,CALL002,6,SPEAKER_2,30.8,31.0,0.2,Okay.,Customer
run_005,2026-07-03T13:15:22,CALL002,7,SPEAKER_2,33.4,34.9,1.5,"Yeah, yeah, please tell me. Okay.",Customer
run_005,2026-07-03T13:15:22,CALL002,8,SPEAKER_1,34.5,40.5,6.0,"Okay,  thank  you  so  much,  ma'am,  for  your  valuable  time.  We  would  like  to  start  with  your  basic information. So, may I know your age?",Agent
run_005,2026-07-03T13:15:22,CALL002,9,SPEAKER_2,41.4,42.0,0.6,Twenty-six.,Customer
run_005,2026-07-03T13:15:22,CALL002,10,SPEAKER_1,42.6,49.0,6.4,"Okay,  and  ma'am,  if  you  don't  mind,  may  I  know  your  profession?  Are  you  a  businesswoman, self-employed, or salaried?",Agent
run_005,2026-07-03T13:15:22,CALL002,11,SPEAKER_2,49.1,50.2,1.1,Business.,Customer
run_005,2026-07-03T13:15:22,CALL002,12,SPEAKER_1,50.6,54.3,3.7,"Business, okay. And how many people are there in your immediate family?",Agent
