output_version,output_generated_at,call_id,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_type,sop_call_type,sop_file,item_id,sequence_order,category,sub_category,item_text,retrieval_query,agent_action,expected_agent_utterance,expected_intent,condition_type,condition_text,condition_trigger,condition_trigger_keywords,condition_source_item_id,condition_source_item_hint,condition_outcome_if_not_met,applicability_status,applicability_reason,status,rule_status,judge_used,llm_confidence,llm_reason,key_match_score,retrieval_score,combined_score,retrieval_method,retrieval_error,evidence_turn_ids,evidence_agent_turn_id,agent_evidence,evidence,reason
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP001,1,Opening,Greeting,Greet the customer politely,"Hi Sir/Madam, Gm/Ga/Ge I am from adventure team on Mahindra & Mahindra.",greet,"Hi Sir/Madam, Gm/Ga/Ge I am _____ from adventure team on Mahindra & Mahindra.",greeting,none,,,,,,Not Applicable,Applicable,,Confirmed,Review Suggested,Yes,0.9,"Agent greeted the customer politely with 'Good afternoon ma'am, this is Farad Nia calling from Mahindra Adventure Activity,' which matches the expected greeting intent and practical meaning.",0.3369,0.6848,0.563,azure_openai,,"1,2,3,4,5,6,7",2,"Good afternoon ma'am, this is Farad Nia calling from Mahindra Adventure Activity.","[0.03 - 2.16] Customer: Thanks for watching!
[5.19 - 8.97] Agent: Good afternoon ma'am, this is Farad Nia calling from Mahindra Adventure Activity.
[5.26 - 6.12] Customer: Good afternoon, ma'am.
[10.58 - 12.47] Agent: I am talking to the Adventure Activity Team, Ma'am.
[13.24 - 19.25] Agent: There is a small feedback call ma'am, so that we can know our customer's preference for adventure experience.
[20.23 - 30.22] Agent: Yes, so this will be helpful for our future events to make it even better. And as ma'am, this college will be for 8-10 minutes maximum.
[31.86 - 38.64] Agent: Ma'am, the feedback will be kept confidential. We are going to use it for analytical purposes only.","Agent greeted the customer politely with 'Good afternoon ma'am, this is Farad Nia calling from Mahindra Adventure Activity,' which matches the expected greeting intent and practical meaning."
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP002,2,Opening,Identity Confirmation,Identify yourself and your team,I am from adventure team on Mahindra & Mahindra.,confirm_identity,I am _____ from adventure team on Mahindra & Mahindra.,identity_confirmation,none,,,,,,Not Applicable,Applicable,,Confirmed,Review Suggested,Yes,1.0,"Agent clearly identified themselves and their team by saying, 'this is Farad Nia calling from Mahindra Adventure Activity' and 'I am talking to the Adventure Activity Team, Ma'am,' which matches the SOP requirement to identify self and team.",0.5173,0.6193,0.5836,azure_openai,,"1,2,3,4,5,6,7",2,"Good afternoon ma'am, this is Farad Nia calling from Mahindra Adventure Activity.","[0.03 - 2.16] Customer: Thanks for watching!
[5.19 - 8.97] Agent: Good afternoon ma'am, this is Farad Nia calling from Mahindra Adventure Activity.
[5.26 - 6.12] Customer: Good afternoon, ma'am.
[10.58 - 12.47] Agent: I am talking to the Adventure Activity Team, Ma'am.
[13.24 - 19.25] Agent: There is a small feedback call ma'am, so that we can know our customer's preference for adventure experience.
[20.23 - 30.22] Agent: Yes, so this will be helpful for our future events to make it even better. And as ma'am, this college will be for 8-10 minutes maximum.
[31.86 - 38.64] Agent: Ma'am, the feedback will be kept confidential. We are going to use it for analytical purposes only.","Agent clearly identified themselves and their team by saying, 'this is Farad Nia calling from Mahindra Adventure Activity' and 'I am talking to the Adventure Activity Team, Ma'am,' which matches the SOP requirement to identify self and team."
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP003,3,Opening,Purpose Explanation,Explain the purpose and duration of the call,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes.,explain_purpose,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes.,explain_purpose,none,,,,,,Not Applicable,Applicable,,Confirmed,Review Suggested,Yes,1.0,Agent clearly explained the purpose of the call as a feedback exercise to understand customer preferences for adventure experiences and mentioned the call duration as 8-10 minutes.,0.3086,0.7284,0.5815,azure_openai,,"4,5,6,7,8,9,10",5,"There is a small feedback call ma'am, so that we can know our customer's preference for adventure experience.","[10.58 - 12.47] Agent: I am talking to the Adventure Activity Team, Ma'am.
[13.24 - 19.25] Agent: There is a small feedback call ma'am, so that we can know our customer's preference for adventure experience.
[20.23 - 30.22] Agent: Yes, so this will be helpful for our future events to make it even better. And as ma'am, this college will be for 8-10 minutes maximum.
[31.86 - 38.64] Agent: Ma'am, the feedback will be kept confidential. We are going to use it for analytical purposes only.
[39.42 - 45.73] Agent: Ma'am, before starting the feedback, we want to know your basic information. Ma'am, we can know your age.
[47.03 - 48.87] Customer: There he is, a petite dude.
[49.73 - 55.28] Agent: Okay. And ma'am, what will be your profession like you are a salaried person or self-employed?",Agent clearly explained the purpose of the call as a feedback exercise to understand customer preferences for adventure experiences and mentioned the call duration as 8-10 minutes.
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP004,4,Opening,Consent,Inform confidentiality and usage of responses,Your responses will be kept confidential and used only for analysis purposes.,get_consent,Your responses will be kept confidential and used only for analysis purposes.,inform_confidentiality,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,1.0,"Agent clearly informed that the feedback will be kept confidential and used only for analytical purposes, matching the expected intent to inform confidentiality.",0.6032,0.7102,0.6727,azure_openai,,"6,7,8,9,10,11,12",7,"Ma'am, the feedback will be kept confidential. We are going to use it for analytical purposes only.","[20.23 - 30.22] Agent: Yes, so this will be helpful for our future events to make it even better. And as ma'am, this college will be for 8-10 minutes maximum.
[31.86 - 38.64] Agent: Ma'am, the feedback will be kept confidential. We are going to use it for analytical purposes only.
[39.42 - 45.73] Agent: Ma'am, before starting the feedback, we want to know your basic information. Ma'am, we can know your age.
[47.03 - 48.87] Customer: There he is, a petite dude.
[49.73 - 55.28] Agent: Okay. And ma'am, what will be your profession like you are a salaried person or self-employed?
[60.85 - 64.34] Agent: How many members are there in your family?
[67.73 - 72.22] Agent: Ma'am, how many cars are available in four-wheelers?","Agent clearly informed that the feedback will be kept confidential and used only for analytical purposes, matching the expected intent to inform confidentiality."
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP005,5,Survey,Basic Information,Ask the customer's age,May I know your age?,ask_question,May I know your age?,collect_age,none,,,,,,Not Applicable,Applicable,,Confirmed,Review Suggested,Yes,0.9,"Agent explicitly asked to know the customer's age by saying 'Ma'am, we can know your age.' which matches the practical intent of collecting age information.",0.5298,0.591,0.5696,azure_openai,,"7,8,9,10,11,12,13",8,"Ma'am, before starting the feedback, we want to know your basic information. Ma'am, we can know your age.","[31.86 - 38.64] Agent: Ma'am, the feedback will be kept confidential. We are going to use it for analytical purposes only.
[39.42 - 45.73] Agent: Ma'am, before starting the feedback, we want to know your basic information. Ma'am, we can know your age.
[47.03 - 48.87] Customer: There he is, a petite dude.
[49.73 - 55.28] Agent: Okay. And ma'am, what will be your profession like you are a salaried person or self-employed?
[60.85 - 64.34] Agent: How many members are there in your family?
[67.73 - 72.22] Agent: Ma'am, how many cars are available in four-wheelers?
[71.78 - 74.6] Customer: I have two in my formula.","Agent explicitly asked to know the customer's age by saying 'Ma'am, we can know your age.' which matches the practical intent of collecting age information."
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP006,6,Survey,Basic Information,Ask the customer's profession,What is your profession?,ask_question,What is your profession?,collect_profession,none,,,,,,Not Applicable,Applicable,,Confirmed,Review Suggested,Yes,1.0,"Agent explicitly asked about the customer's profession by inquiring if they are salaried or self-employed, which matches the practical intent of collecting profession information.",0.659,0.5643,0.5974,azure_openai,,"9,10,11,12,13,14,15",10,"Okay. And ma'am, what will be your profession like you are a salaried person or self-employed?","[47.03 - 48.87] Customer: There he is, a petite dude.
[49.73 - 55.28] Agent: Okay. And ma'am, what will be your profession like you are a salaried person or self-employed?
[60.85 - 64.34] Agent: How many members are there in your family?
[67.73 - 72.22] Agent: Ma'am, how many cars are available in four-wheelers?
[71.78 - 74.6] Customer: I have two in my formula.
[75.26 - 77.01] Agent: Ma'am, can you tell me your name?
[77.89 - 79.33] Customer: 7-double-o, Thar road","Agent explicitly asked about the customer's profession by inquiring if they are salaried or self-employed, which matches the practical intent of collecting profession information."
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP007,7,Survey,Basic Information,Ask how many people are in the customer's family,How many people are there in your family?,ask_question,How many people are there in your family?,collect_family_size,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,1.0,"Agent asked 'How many members are there in your family?', which matches the practical intent of asking how many people are in the customer's family.",0.8785,0.8814,0.8804,azure_openai,,"10,11,12,13,14,15,16",11,How many members are there in your family?,"[49.73 - 55.28] Agent: Okay. And ma'am, what will be your profession like you are a salaried person or self-employed?
[60.85 - 64.34] Agent: How many members are there in your family?
[67.73 - 72.22] Agent: Ma'am, how many cars are available in four-wheelers?
[71.78 - 74.6] Customer: I have two in my formula.
[75.26 - 77.01] Agent: Ma'am, can you tell me your name?
[77.89 - 79.33] Customer: 7-double-o, Thar road
[80.34 - 82.11] Agent: Okay, so I'm in the below entire rocks, right?","Agent asked 'How many members are there in your family?', which matches the practical intent of asking how many people are in the customer's family."
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP008,8,Survey,Basic Information,Ask which vehicle or vehicles the customer owns,Which vehicle or vehicles do you own?,ask_question,Which vehicle or vehicles do you own?,collect_vehicle_ownership,none,,,,,,Not Applicable,Applicable,,Missed / Not Evidenced,Review Suggested,Yes,0.9,"Agent asked 'how many cars are available in four-wheelers?' which inquires about quantity of cars, not which vehicle or vehicles the customer owns as required by the SOP.",0.0698,0.4723,0.3314,azure_openai,,"11,12,13,14,15,16,17",12,"Ma'am, how many cars are available in four-wheelers?","[60.85 - 64.34] Agent: How many members are there in your family?
[67.73 - 72.22] Agent: Ma'am, how many cars are available in four-wheelers?
[71.78 - 74.6] Customer: I have two in my formula.
[75.26 - 77.01] Agent: Ma'am, can you tell me your name?
[77.89 - 79.33] Customer: 7-double-o, Thar road
[80.34 - 82.11] Agent: Okay, so I'm in the below entire rocks, right?
[83.58 - 89.42] Agent: Ma'am, when did you take part in Mahindra Adventure Activity last time?","Agent asked 'how many cars are available in four-wheelers?' which inquires about quantity of cars, not which vehicle or vehicles the customer owns as required by the SOP."
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP009,9,Survey,Awareness and Interest,Ask when the customer last took part in an Adventure activity and which event,When was the last time you took part in a Mahindra Adventure activity? And which event was it?,ask_question,When was the last time you took part in a Mahindra Adventure activity? And which event was it?,collect_last_participation,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,1.0,Agent explicitly asked when the customer last took part in a Mahindra Adventure activity and followed up by asking which event it was.,0.5648,0.8634,0.7589,azure_openai,,"16,17,18,19,20,21,22",17,"Ma'am, when did you take part in Mahindra Adventure Activity last time?","[80.34 - 82.11] Agent: Okay, so I'm in the below entire rocks, right?
[83.58 - 89.42] Agent: Ma'am, when did you take part in Mahindra Adventure Activity last time?
[91.04 - 93.74] Customer: Last july
[93.86 - 96.02] Agent: In 2025, in July, right?
[97.7 - 102.12] Agent: Ma'am, do you remember the location or name of the event?
[103.31 - 106.39] Customer: What is the name of the event?
[107.0 - 108.98] Agent: Great escape or trail hunt",Agent explicitly asked when the customer last took part in a Mahindra Adventure activity and followed up by asking which event it was.
run_002,2026-06-22T13:59:10,CALL004,A004,Farad Nia,Medium,registry_name_match,Booker Adventure Feedback,Booking,Mahindra Adventure booker questionnaire.docx,SOP010,10,Survey,Awareness and Interest,Ask how the customer first heard about the event,How did you first hear about this event?,ask_question,How did you first hear about this event?,collect_source_of_awareness,none,,,,,,Not Applicable,Applicable,,Confirmed,Review Suggested,Yes,0.9,"Agent asked 'Ma'am, where did you get the information about this?' which practically matches the SOP question about how the customer first heard about the event.",0.5211,0.4568,0.4793,azure_openai,,"27,28,29,30,31,32,33",28,"Ma'am, where did you get the information about this?","[117.73 - 120.1] Agent: The location was Nagpur, right?
[123.66 - 126.75] Agent: Ma'am, where did you get the information about this?
[127.77 - 130.49] Customer: I want to go to the store where we bought the car.
[130.98 - 134.14] Agent: Okay, so you will get to know about the dealership.
[133.31 - 136.13] Customer: What is the name of the prehensile dealership?
[137.09 - 144.72] Agent: Ma'am, what were the things that you found interesting and that's why you booked this adventure?
[148.89 - 151.97] Agent: Like ma'am, you got information from the dealership, right?","Agent asked 'Ma'am, where did you get the information about this?' which practically matches the SOP question about how the customer first heard about the event."
