output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,word_count,duration_min,wpm,gap_from_previous_sec,agent_response_gap_from_customer_sec,overlap_with_previous_sec,agent_talkover_with_previous_customer_sec,is_long_agent_turn
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,1,SPEAKER_01,4.38,7.57,3.19,"Hey, Rocky, Rocky, Rocky, Rocky, Rocky, Rocky.",Agent,7,0.05316666666666667,131.66,0.0,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,2,SPEAKER_01,11.02,14.75,3.73,"Good morning, Sneha. This is Mahindra from Mahindra Adventure Team.",Agent,10,0.06216666666666667,160.86,3.45,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,3,SPEAKER_00,15.72,16.53,0.81,"Thank you, Polina.",Customer,3,0.013500000000000002,222.22,0.97,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,4,SPEAKER_01,18.1,20.1,2.0,I am talking to Patil Sharma,Agent,6,0.03333333333333333,180.0,1.57,1.57,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,5,SPEAKER_01,22.41,23.89,1.48,Thank you for confirming,Agent,4,0.024666666666666667,162.16,2.31,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,6,SPEAKER_01,24.67,35.99,11.32,"So, sir, this call is a small feedback call so that we can understand our customer preference and make our adventure experience even better for future events. Okay?",Agent,28,0.18866666666666668,148.41,0.78,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,7,SPEAKER_01,38.74,42.2,3.46,"Sir, I would like to take your basic details so that I can know your age.",Agent,16,0.057666666666666665,277.46,2.75,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,8,SPEAKER_01,44.63,46.96,2.33,"Sir, your profession?",Agent,3,0.03883333333333334,77.25,2.43,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,9,SPEAKER_00,48.46,50.96,2.5,"Yes, I am in the telecom industry.",Customer,7,0.041666666666666664,168.0,1.5,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,10,SPEAKER_01,52.61,55.25,2.64,How many members are there in your family?,Agent,8,0.044000000000000004,181.82,1.65,1.65,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,11,SPEAKER_01,58.65,61.95,3.3,"Sir, which vehicle do you have in 4-wheeler?",Agent,9,0.055,163.64,3.4,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,12,SPEAKER_00,62.67,64.39,1.72,I have been waiting for you for a long time.,Customer,10,0.028666666666666667,348.84,0.72,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,13,SPEAKER_01,65.12,65.93,0.81,See you tomorrow!,Agent,3,0.013500000000000002,222.22,0.73,0.73,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,14,SPEAKER_01,68.07,69.76,1.69,"Okay, hot rocks",Agent,3,0.028166666666666666,106.51,2.14,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,15,SPEAKER_00,71.07,72.41,1.34,"No, this is awesome. It's free to order.",Customer,9,0.022333333333333334,402.99,1.31,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,16,SPEAKER_01,72.41,79.5,7.09,"Sir, where did you see the Mahindra Adventure event first, like Instagram, Facebook etc?",Agent,14,0.11816666666666667,118.48,0.0,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,17,SPEAKER_00,80.2,82.4,2.2,"I would not have been able to do it, but I went to the event 2-3 times.",Customer,18,0.03666666666666667,490.91,0.7,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,18,SPEAKER_01,87.16,94.65,7.49,"Sir, you had not subscribed to Mahindra's Adventure Event, right? So, you had...",Agent,14,0.12483333333333334,112.15,4.76,4.76,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,19,SPEAKER_00,93.86,96.0,2.14,I participated in Mahendra's event.,Customer,6,0.035666666666666666,168.22,0.0,0.0,0.79,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,20,SPEAKER_01,99.27,100.56,1.29,For which location sir?,Agent,4,0.021500000000000002,186.05,3.27,3.27,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,21,SPEAKER_00,101.55,107.32,5.77,I have been to your academy as well and I have been to your normal events as well.,Customer,18,0.09616666666666666,187.18,0.99,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,22,SPEAKER_01,110.97,118.41,7.44,"Actually sir, you have inquired about this call, but for some reason you did not subscribe, so regarding that you have been called.",Agent,23,0.12400000000000001,185.48,3.65,3.65,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,23,SPEAKER_00,118.09,122.07,3.98,"That became a short plan regarding my weekend, so I couldn't do it.",Customer,14,0.06633333333333333,211.06,0.0,0.0,0.32,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,24,SPEAKER_00,122.83,125.24,2.41,"But if there's any other work that's coming up, I won't be able to tell you.",Customer,19,0.04016666666666667,473.03,0.76,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,25,SPEAKER_01,128.28,133.12,4.84,"So, that's why you didn't subscribe, right? So, which event were you watching at that time?",Agent,18,0.08066666666666666,223.14,3.04,3.04,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,26,SPEAKER_00,134.04,140.43,6.39,"Ma'am, I don't remember that, but there was an event on 22nd February. Which location?",Customer,17,0.1065,159.62,0.92,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,27,SPEAKER_01,139.32,140.6,1.28,What is the location?,Agent,4,0.021333333333333333,187.5,0.0,0.0,1.11,1.11,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,28,SPEAKER_00,141.68,143.32,1.64,"Yes, I went to Mumbai.",Customer,5,0.02733333333333333,182.93,1.08,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,29,SPEAKER_01,143.94,152.38,8.44,It was in Mumbai. Where did you see Mahendra's first adventure event? I followed her on Instagram. I followed her on Instagram.,Agent,23,0.14066666666666666,163.51,0.62,0.62,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,30,SPEAKER_00,151.23,154.74,3.51,"I follow you on Instagram, keep coming to me.",Customer,9,0.058499999999999996,153.85,0.0,0.0,1.15,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,31,SPEAKER_01,154.13,157.59,3.46,"Okay, I saw it on my Instagram.",Agent,7,0.057666666666666665,121.39,0.0,0.0,0.61,0.61,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,32,SPEAKER_01,159.16,162.13,2.97,Can you tell me the name of this adventure?,Agent,9,0.0495,181.82,1.57,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,33,SPEAKER_00,163.35,164.63,1.28,I don't remember the name.,Customer,6,0.021333333333333333,281.25,1.22,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,34,SPEAKER_00,165.41,168.11,2.7,"Now let's check in our calendar, what does this guy do?",Customer,12,0.045000000000000005,266.67,0.78,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,35,SPEAKER_01,169.14,179.87,10.73,"Sir, when you cancelled your plan, were you watching any other outdoor event at that time?",Agent,16,0.17883333333333334,89.47,1.03,1.03,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,36,SPEAKER_00,180.46,182.45,1.99,"No, I don't think so.",Customer,6,0.033166666666666664,180.9,0.59,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,37,SPEAKER_01,182.74,196.96,14.22,"Sir, what do you think, how long should we inform if the adventure event is going on? So, before we inform, how long should we inform? Like, less than one week or one to two weeks?",Agent,36,0.23700000000000002,151.9,0.29,0.29,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,38,SPEAKER_00,197.97,211.49,13.52,"What about 2 to 4 weeks? After 4 weeks, you have to inform the headmaster that something like this is going to happen. If it doesn't happen at the last moment, then people won't be able to plan accordingly. If it happens at the last moment, then some other plan will also come out.",Customer,56,0.22533333333333333,248.52,1.01,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,39,SPEAKER_01,212.05,215.93,3.88,"Right, so you should inform us 4 weeks back, right?",Agent,10,0.06466666666666666,154.64,0.56,0.56,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,40,SPEAKER_01,216.74,221.53,4.79,What are the things that should be improved so that you can move forward in the future?,Agent,17,0.07983333333333334,212.94,0.81,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,41,SPEAKER_01,222.41,223.3,0.89,Subscribe to our channel,Agent,4,0.014833333333333334,269.66,0.88,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,42,SPEAKER_00,225.16,229.72,4.56,"Ma'am, your outdoor events like the escape from Pune, right?",Customer,11,0.076,144.74,1.86,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,43,SPEAKER_00,231.22,249.6,18.38,"I don't think Mahindra did it directly, I don't know who organized it with you, I don't remember the name, but the car was so heavy that it used to come to every spot and the car would just stand for 45 minutes.",Customer,46,0.3063333333333333,150.16,1.5,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,44,SPEAKER_00,250.44,252.26,1.82,That was a major turn-off for us.,Customer,8,0.030333333333333334,263.74,0.84,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,45,SPEAKER_01,253.98,254.96,0.98,"Ok, so...",Agent,2,0.01633333333333333,122.45,1.72,1.72,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,46,SPEAKER_00,254.76,258.88,4.12,"Like if a car is getting stuck in the front, then in the back it is completely...",Customer,17,0.06866666666666667,247.57,0.0,0.0,0.2,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,47,SPEAKER_00,259.43,260.85,1.42,and all the people who live there.,Customer,7,0.023666666666666666,295.77,0.55,0.0,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,48,SPEAKER_01,268.77,273.0,4.23,"So, in your opinion, the management should be proper, right?",Agent,10,0.07050000000000001,141.84,7.92,7.92,0.0,0.0,False
run_001,2026-06-17T17:21:56,Other,A011,Unknown Agent CALL007,Not Found,unknown_agent_new,CALL007,49,SPEAKER_01,277.35,285.62,8.27,"Ok Sharma ji, I will mention your feedback here. Thank you very much for your valuable time. Have a nice day.",Agent,21,0.13783333333333334,152.36,4.35,0.0,0.0,0.0,False
