output_version,output_generated_at,call_id,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_type,sop_call_type,sop_file,item_id,sequence_order,category,sub_category,item_text,retrieval_query,agent_action,expected_agent_utterance,expected_intent,condition_type,condition_text,condition_trigger,condition_trigger_keywords,condition_source_item_id,condition_source_item_hint,condition_outcome_if_not_met,applicability_status,applicability_reason,status,rule_status,judge_used,llm_confidence,llm_reason,key_match_score,retrieval_score,combined_score,retrieval_method,retrieval_error,evidence_turn_ids,evidence_agent_turn_id,agent_evidence,evidence,reason
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP001,1,Opening,Greeting,Greet the customer politely,"Hi Sir/Madam, Gm/Ga/Ge",greet,"Hi Sir/Madam, Gm/Ga/Ge",greeting,none,,,,,,Not Applicable,Applicable,,Missed / Not Evidenced,Review Suggested,Yes,0.9,"Agent did not greet the customer politely; no greeting words such as 'Hi', 'Good morning', or similar were used in the agent's utterances.",0.1795,0.4236,0.3382,azure_openai,,"44,45,46,47,48,49,50",45,"Ok, you have joined first. Where sir?","[205.5 - 208.4] Customer: I have not seen it, I have joined it earlier.
[209.1 - 211.83] Agent: Ok, you have joined first. Where sir?
[212.93 - 213.9] Customer: What do all mean?
[214.66 - 215.42] Agent: In Gurgaon
[218.17 - 218.95] Agent: Okay.
[222.56 - 224.64] Agent: You are not watching it now, right?
[225.87 - 227.1] Customer: You mean you don't want to see it?","Agent did not greet the customer politely; no greeting words such as 'Hi', 'Good morning', or similar were used in the agent's utterances."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP002,2,Opening,Identity Confirmation,Introduce yourself and your team,I am from adventure team on Mahindra & Mahindra,confirm_identity,I am _____ from adventure team on Mahindra & Mahindra,introduce_agent,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,0.9,"Agent clearly introduced themselves and their team by saying 'I am talking to Anurag ji' and mentioning 'Adventure team, Mahindra and Mahindra', fulfilling the introduction requirement.",0.7925,0.6465,0.6976,azure_openai,,"5,6,7,8,9,10,11",6,"Yes, I spoke to Sneha from the Adventure team, Mahindra and Mahindra, I am talking to Anurag ji.","[27.25 - 28.48] Customer: Yes, tell me.
[29.41 - 34.41] Agent: Yes, I spoke to Sneha from the Adventure team, Mahindra and Mahindra, I am talking to Anurag ji.
[35.45 - 46.77] Agent: Thank you for confirming. Sir, this is a small feedback call so that we can give our customers a preference adventure exercise experience so that they can improve further.
[49.85 - 54.17] Agent: I would like to start with a basic question, so can I know your age, sir?
[55.62 - 56.39] Customer: 21.
[57.14 - 60.04] Agent: 51, okay. And your profession, sir?
[61.42 - 62.2] Customer: Yes, sir.","Agent clearly introduced themselves and their team by saying 'I am talking to Anurag ji' and mentioning 'Adventure team, Mahindra and Mahindra', fulfilling the introduction requirement."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP003,3,Opening,Purpose Explanation,Explain the purpose and duration of the call,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,explain_purpose,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,explain_survey_purpose,none,,,,,,Not Applicable,Applicable,,Review Suggested,Review Suggested,Yes,0.4,"Agent mentions a feedback call to improve customer experience but does not clearly explain the purpose, duration, or confidentiality of the call as specified in the SOP.",0.2877,0.638,0.5154,azure_openai,,"6,7,8,9,10,11,12",7,"Thank you for confirming. Sir, this is a small feedback call so that we can give our customers a preference adventure exercise experience so that they can improve further.","[29.41 - 34.41] Agent: Yes, I spoke to Sneha from the Adventure team, Mahindra and Mahindra, I am talking to Anurag ji.
[35.45 - 46.77] Agent: Thank you for confirming. Sir, this is a small feedback call so that we can give our customers a preference adventure exercise experience so that they can improve further.
[49.85 - 54.17] Agent: I would like to start with a basic question, so can I know your age, sir?
[55.62 - 56.39] Customer: 21.
[57.14 - 60.04] Agent: 51, okay. And your profession, sir?
[61.42 - 62.2] Customer: Yes, sir.
[63.11 - 64.22] Agent: Business, okay.","Agent mentions a feedback call to improve customer experience but does not clearly explain the purpose, duration, or confidentiality of the call as specified in the SOP."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP004,4,Survey,Basic Information,Ask for customer's age,May I know your age?,ask_question,May I know your age?,ask_age,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,1.0,"Agent explicitly asked for customer's age by saying, 'so can I know your age, sir?' which matches the expected intent and practical meaning.",0.6955,0.6802,0.6856,azure_openai,,"7,8,9,10,11,12,13",8,"I would like to start with a basic question, so can I know your age, sir?","[35.45 - 46.77] Agent: Thank you for confirming. Sir, this is a small feedback call so that we can give our customers a preference adventure exercise experience so that they can improve further.
[49.85 - 54.17] Agent: I would like to start with a basic question, so can I know your age, sir?
[55.62 - 56.39] Customer: 21.
[57.14 - 60.04] Agent: 51, okay. And your profession, sir?
[61.42 - 62.2] Customer: Yes, sir.
[63.11 - 64.22] Agent: Business, okay.
[65.03 - 68.16] Agent: And how many members are there in your family, sir?","Agent explicitly asked for customer's age by saying, 'so can I know your age, sir?' which matches the expected intent and practical meaning."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP005,5,Survey,Basic Information,Ask for customer's profession,What is your profession?,ask_question,What is your profession?,ask_profession,none,,,,,,Not Applicable,Applicable,,Confirmed,Review Suggested,Yes,1.0,"Agent explicitly asked 'And your profession, sir?' which matches the SOP intent to ask for customer's profession.",0.5417,0.5588,0.5528,azure_openai,,"9,10,11,12,13,14,15",10,"51, okay. And your profession, sir?","[55.62 - 56.39] Customer: 21.
[57.14 - 60.04] Agent: 51, okay. And your profession, sir?
[61.42 - 62.2] Customer: Yes, sir.
[63.11 - 64.22] Agent: Business, okay.
[65.03 - 68.16] Agent: And how many members are there in your family, sir?
[71.38 - 75.39] Agent: Sir, which vehicle do you have?
[77.15 - 79.06] Customer: Thank you.","Agent explicitly asked 'And your profession, sir?' which matches the SOP intent to ask for customer's profession."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP006,6,Survey,Basic Information,Ask how many people are in the customer's family,How many people are there in your family?,ask_question,How many people are there in your family?,ask_family_size,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,1.0,"Agent explicitly asked 'And how many members are there in your family, sir?' which matches the SOP intent to ask about family size.",0.8585,0.7486,0.7871,azure_openai,,"12,13,14,15,16,17,18",13,"And how many members are there in your family, sir?","[63.11 - 64.22] Agent: Business, okay.
[65.03 - 68.16] Agent: And how many members are there in your family, sir?
[71.38 - 75.39] Agent: Sir, which vehicle do you have?
[77.15 - 79.06] Customer: Thank you.
[80.81 - 82.55] Agent: Whichever car you have
[83.22 - 86.38] Customer: Thank you very much.
[87.54 - 88.91] Agent: Which car do you have?","Agent explicitly asked 'And how many members are there in your family, sir?' which matches the SOP intent to ask about family size."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP007,7,Survey,Basic Information,Ask which vehicle or vehicles the customer owns,Which vehicle or vehicles do you own?,ask_question,Which vehicle or vehicles do you own?,ask_vehicle_ownership,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,1.0,"Agent explicitly asked 'Which car do you have?' and 'Sir, which vehicle do you have?', which practically covers asking which vehicle or vehicles the customer owns.",0.4618,0.7024,0.6182,azure_openai,,"17,18,19,20,21,22,23",18,Which car do you have?,"[83.22 - 86.38] Customer: Thank you very much.
[87.54 - 88.91] Agent: Which car do you have?
[90.09 - 93.82] Customer: Thank you very much for your attention.
[95.19 - 96.47] Agent: 4 and XUV
[97.6 - 98.55] Customer: Yeah, you get that one.
[100.98 - 107.04] Agent: Sir, where did you know about Mahindra Adventure for the first time?
[108.03 - 109.58] Customer: God bless you. God bless you.","Agent explicitly asked 'Which car do you have?' and 'Sir, which vehicle do you have?', which practically covers asking which vehicle or vehicles the customer owns."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP008,8,Survey,Awareness,Ask how the customer first came across the event,How did you first come across the Mahindra Adventure event?,ask_question,How did you first come across the Mahindra Adventure event?,ask_event_discovery,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,0.95,"Agent explicitly asked 'Sir, where did you know about Mahindra Adventure for the first time?' which matches the SOP intent to ask how the customer first came across the event.",0.5992,0.8222,0.7442,azure_openai,,"21,22,23,24,25,26,27",22,"Sir, where did you know about Mahindra Adventure for the first time?","[97.6 - 98.55] Customer: Yeah, you get that one.
[100.98 - 107.04] Agent: Sir, where did you know about Mahindra Adventure for the first time?
[108.03 - 109.58] Customer: God bless you. God bless you.
[110.92 - 113.75] Agent: This is an adventure event
[114.54 - 116.57] Agent: Where did you see it first?
[117.26 - 118.56] Agent: And at which location?
[117.3 - 121.23] Customer: and at which location? Instagram","Agent explicitly asked 'Sir, where did you know about Mahindra Adventure for the first time?' which matches the SOP intent to ask how the customer first came across the event."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP009,9,Survey,Initial Interest,Ask what part of the event caught the customer's interest initially,What part of the event caught your interest initially?,ask_question,What part of the event caught your interest initially?,ask_initial_interest,none,,,,,,Not Applicable,Applicable,,Missed / Not Evidenced,Review Suggested,Yes,0.9,"Agent asked why the customer did not subscribe to the event, which is different from asking what part of the event caught the customer's interest initially.",0.3202,0.4873,0.4288,azure_openai,,"35,36,37,38,39,40,41",36,So what was the reason why you didn't subscribe to this event?,"[157.31 - 158.32] Agent: At what time, father?
[166.18 - 170.42] Agent: So what was the reason why you didn't subscribe to this event?
[171.62 - 173.74] Customer: They're class 18. I'm not listening.
[175.08 - 176.21] Agent: because of date
[176.86 - 177.66] Customer: Thank you.
[180.56 - 187.44] Agent: Sir, have you had any other outdoor experience related to this?
[188.73 - 191.88] Agent: Can you see the outdoor experience?","Agent asked why the customer did not subscribe to the event, which is different from asking what part of the event caught the customer's interest initially."
run_001,2026-06-17T17:25:22,CALL010,A010,Mahendra,Medium,transcript_name,Rejector Adventure Feedback,Other,Mahindra Adventure rejectors questionnaire.docx,SOP010,10,Survey,Reasons for Not Subscribing,Ask what stopped the customer from subscribing to the event,What stopped you from finally subscribing to the event?,ask_question,What stopped you from finally subscribing to the event?,ask_reason_not_subscribe,none,,,,,,Not Applicable,Applicable,,Confirmed,Confirmed,Yes,1.0,"Agent explicitly asked 'So what was the reason why you didn't subscribe to this event?', which matches the SOP intent to ask what stopped the customer from subscribing.",0.5688,0.8362,0.7426,azure_openai,,"35,36,37,38,39,40,41",36,So what was the reason why you didn't subscribe to this event?,"[157.31 - 158.32] Agent: At what time, father?
[166.18 - 170.42] Agent: So what was the reason why you didn't subscribe to this event?
[171.62 - 173.74] Customer: They're class 18. I'm not listening.
[175.08 - 176.21] Agent: because of date
[176.86 - 177.66] Customer: Thank you.
[180.56 - 187.44] Agent: Sir, have you had any other outdoor experience related to this?
[188.73 - 191.88] Agent: Can you see the outdoor experience?","Agent explicitly asked 'So what was the reason why you didn't subscribe to this event?', which matches the SOP intent to ask what stopped the customer from subscribing."
