output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_002,2026-06-22T13:54:56,CALL001,1,SPEAKER_00,19.15,24.25,5.1,"Good morning sir, this is Nagesh calling from Mahinda and Mahinda adventure team.",Agent
run_002,2026-06-22T13:54:56,CALL001,2,SPEAKER_00,26.47,28.5,2.03,Am I speaking with Mr. Cynthia Watts?,Agent
run_002,2026-06-22T13:54:56,CALL001,3,SPEAKER_00,31.38,43.69,12.31,"Sir, we are conducting a short feedback exercise to understand customer preferences for adventure experiences. Sir, this will help us improve future events.",Agent
run_002,2026-06-22T13:54:56,CALL001,4,SPEAKER_00,44.45,49.12,4.67,Your response will be kept confidential and used only for analysis purpose.,Agent
run_002,2026-06-22T13:54:56,CALL001,5,SPEAKER_00,50.37,51.67,1.3,"This is, uh, getting a little...",Agent
run_002,2026-06-22T13:54:56,CALL001,6,SPEAKER_01,52.29,54.66,2.37,We have already given this to them.,Customer
run_002,2026-06-22T13:54:56,CALL001,7,SPEAKER_00,53.09,53.85,0.76,We have a little you,Agent
run_002,2026-06-22T13:54:56,CALL001,8,SPEAKER_00,55.58,58.87,3.29,"Yes, sir, profile questioning. May I know your age, sir?",Agent
run_002,2026-06-22T13:54:56,CALL001,9,SPEAKER_00,61.42,62.6,1.18,51 okay,Agent
run_002,2026-06-22T13:54:56,CALL001,10,SPEAKER_00,63.65,65.2,1.55,Or may I know your profession?,Agent
run_002,2026-06-22T13:54:56,CALL001,11,SPEAKER_00,67.85,69.44,1.59,"businessman, right?",Agent
run_002,2026-06-22T13:54:56,CALL001,12,SPEAKER_00,70.37,73.1,2.73,"Okay, how many people are there in your family sir?",Agent
run_002,2026-06-22T13:54:56,CALL001,13,SPEAKER_01,75.09,78.48,3.39,"If we need to do it five times, we know how to do it.",Customer
run_002,2026-06-22T13:54:56,CALL001,14,SPEAKER_00,78.63,81.4,2.77,"Ok sir, now sir which vehicles do you own?",Agent
run_002,2026-06-22T13:54:56,CALL001,15,SPEAKER_01,83.09,85.49,2.4,I own Mercedes-AMG and Saat.,Customer
run_002,2026-06-22T13:54:56,CALL001,16,SPEAKER_00,89.27,95.51,6.24,When was the last time you took part in a Mahindra Adventure activity?,Agent
run_002,2026-06-22T13:54:56,CALL001,17,SPEAKER_00,97.99,100.18,2.19,Last year okay date yeah month,Agent
