output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,sentiment_label,sentiment_score,positive_component,neutral_component,negative_component,experience_classifier_used,customer_experience_label,is_customer_experience_negative,customer_experience_confidence,customer_experience_reason,customer_experience_issue_theme,customer_experience_issue_pointer
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,1,SPEAKER_00,19.15,24.25,5.1,"Good morning sir, this is Nagesh calling from Mahinda and Mahinda adventure team.",Agent,Positive,0.6369,0.321,0.679,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,2,SPEAKER_00,26.47,28.5,2.03,Am I speaking with Mr. Cynthia Watts?,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,3,SPEAKER_00,31.38,43.69,12.31,"Sir, we are conducting a short feedback exercise to understand customer preferences for adventure experiences. Sir, this will help us improve future events.",Agent,Positive,0.7845,0.283,0.717,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,4,SPEAKER_00,44.45,49.12,4.67,Your response will be kept confidential and used only for analysis purpose.,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,5,SPEAKER_00,50.37,51.67,1.3,"This is, uh, getting a little...",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,6,SPEAKER_01,52.29,54.66,2.37,We have already given this to them.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,7,SPEAKER_00,53.09,53.85,0.76,We have a little you,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,8,SPEAKER_00,55.58,58.87,3.29,"Yes, sir, profile questioning. May I know your age, sir?",Agent,Positive,0.3182,0.223,0.661,0.116,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,9,SPEAKER_00,61.42,62.6,1.18,51 okay,Agent,Positive,0.2263,0.655,0.345,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,10,SPEAKER_00,63.65,65.2,1.55,Or may I know your profession?,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,11,SPEAKER_00,67.85,69.44,1.59,"businessman, right?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,12,SPEAKER_00,70.37,73.1,2.73,"Okay, how many people are there in your family sir?",Agent,Positive,0.2263,0.174,0.826,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,13,SPEAKER_01,75.09,78.48,3.39,"If we need to do it five times, we know how to do it.",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,14,SPEAKER_00,78.63,81.4,2.77,"Ok sir, now sir which vehicles do you own?",Agent,Positive,0.296,0.216,0.784,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,15,SPEAKER_01,83.09,85.49,2.4,I own Mercedes-AMG and Saat.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,16,SPEAKER_00,89.27,95.51,6.24,When was the last time you took part in a Mahindra Adventure activity?,Agent,Positive,0.3182,0.161,0.839,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,17,SPEAKER_00,97.99,100.18,2.19,Last year okay date yeah month,Agent,Positive,0.4767,0.506,0.494,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,18,SPEAKER_01,102.11,108.45,6.34,"Yes, I'm waiting. I can't remember what it was. I'm in September 2019.",Customer,Positive,0.4019,0.184,0.816,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,19,SPEAKER_00,108.45,114.7,6.25,September right okay sir and which event was it and what location,Agent,Positive,0.2263,0.147,0.853,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,20,SPEAKER_01,115.29,118.59,3.3,"It was Mahindra SK, 2025, Goa.",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,21,SPEAKER_00,118.98,120.48,1.5,"Mahindra escape, right?",Agent,Positive,0.1779,0.459,0.541,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,22,SPEAKER_00,121.31,125.01,3.7,"Sir, how did you first hear about this event?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,23,SPEAKER_01,126.27,129.19,2.92,There is an ad on Facebook,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,24,SPEAKER_00,134.49,136.94,2.45,"Sorry, sir. What is meant to...",Agent,Negative,-0.0772,0.0,0.794,0.206,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,25,SPEAKER_01,136.23,138.66,2.43,Advertisement. Advertisement and media.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,26,SPEAKER_00,139.59,140.75,1.16,"Okay, okay company, right",Agent,Positive,0.4215,0.655,0.345,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,27,SPEAKER_00,143.87,149.97,6.1,"Sir, what made you feel interested Enoch to subscribe book this adventure event?",Agent,Positive,0.6514,0.326,0.674,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,28,SPEAKER_01,150.74,151.57,0.83,Just for three minutes.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,29,SPEAKER_01,154.3,157.63,3.33,"Really, just to ask, I was just curious to do this.",Customer,Positive,0.3182,0.187,0.813,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,30,SPEAKER_00,158.37,159.65,1.28,"Ok, ok.",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,31,SPEAKER_00,159.67,166.13,6.46,"Before booking Mahindra Adventure, did you check out any outdoor experiences?",Agent,Positive,0.3182,0.187,0.813,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,32,SPEAKER_00,168.17,173.29,5.12,"Sir, while you were exploring and deciding,",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,33,SPEAKER_00,173.71,179.28,5.57,"Who influenced your decision the most? Was it you, your spouse, kids, friends or someone else?",Agent,Positive,0.5362,0.187,0.813,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,34,SPEAKER_01,180.63,182.1,1.47,"Yes, my dear, very much so.",Customer,Positive,0.6486,0.57,0.43,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,35,SPEAKER_00,182.45,183.45,1.0,"self, right?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,36,SPEAKER_00,184.49,189.72,5.23,"Okay, sir according to you. How early should we inform you before an adventure event?",Agent,Positive,0.4939,0.244,0.756,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,37,SPEAKER_00,195.8,203.46,7.66,"Okay, sir. What is the one thing that would make you more likely to subscribe to our adventure event in the future again?",Agent,Positive,0.4939,0.167,0.833,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,38,SPEAKER_01,204.25,207.85,3.6,"Already subscribed. Already subscribed, man. Already subscribed.",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,39,SPEAKER_00,208.3,210.31,2.01,"Already subscribers, okay",Agent,Positive,0.2263,0.487,0.513,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,40,SPEAKER_00,210.6,213.55,2.95,Thank you sir. Have a nice day. You are welcome.,Agent,Positive,0.8074,0.542,0.458,0.0,No,,False,,,,
run_002,2026-06-22T13:54:56,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,41,SPEAKER_01,215.51,216.3,0.79,Thank you.,Customer,Positive,0.3612,0.714,0.286,0.0,No,,False,,,,
