output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,word_count,duration_min,wpm,gap_from_previous_sec,agent_response_gap_from_customer_sec,overlap_with_previous_sec,agent_talkover_with_previous_customer_sec,is_long_agent_turn
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,1,SPEAKER_00,13.72,15.22,1.5,"Good afternoon, Ms. Neha.",Agent,4,0.025,160.0,0.0,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,2,SPEAKER_01,15.3,16.37,1.07,Thank you.,Customer,2,0.017833333333333333,112.15,0.08,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,3,SPEAKER_00,16.37,18.17,1.8,from Adventure Team.,Agent,3,0.030000000000000002,100.0,0.0,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,4,SPEAKER_00,19.25,22.42,3.17,"Mahendra and Mahendra, I'm speaking with Mr. Anurag.",Agent,9,0.05283333333333333,170.35,1.08,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,5,SPEAKER_01,27.25,28.48,1.23,"Yes, tell me.",Customer,3,0.0205,146.34,4.83,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,6,SPEAKER_00,29.41,34.41,5.0,"Yes, I spoke to Sneha from the Adventure team, Mahindra and Mahindra, I am talking to Anurag ji.",Agent,18,0.08333333333333333,216.0,0.93,0.93,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,7,SPEAKER_00,35.45,46.77,11.32,"Thank you for confirming. Sir, this is a small feedback call so that we can give our customers a preference adventure exercise experience so that they can improve further.",Agent,29,0.18866666666666668,153.71,1.04,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,8,SPEAKER_00,49.85,54.17,4.32,"I would like to start with a basic question, so can I know your age, sir?",Agent,16,0.07200000000000001,222.22,3.08,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,9,SPEAKER_01,55.62,56.39,0.77,21.,Customer,1,0.012833333333333334,77.92,1.45,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,10,SPEAKER_00,57.14,60.04,2.9,"51, okay. And your profession, sir?",Agent,6,0.04833333333333333,124.14,0.75,0.75,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,11,SPEAKER_01,61.42,62.2,0.78,"Yes, sir.",Customer,2,0.013000000000000001,153.85,1.38,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,12,SPEAKER_00,63.11,64.22,1.11,"Business, okay.",Agent,2,0.018500000000000003,108.11,0.91,0.91,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,13,SPEAKER_00,65.03,68.16,3.13,"And how many members are there in your family, sir?",Agent,10,0.05216666666666667,191.69,0.81,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,14,SPEAKER_00,71.38,75.39,4.01,"Sir, which vehicle do you have?",Agent,6,0.06683333333333333,89.78,3.22,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,15,SPEAKER_01,77.15,79.06,1.91,Thank you.,Customer,2,0.03183333333333333,62.83,1.76,0.0,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,16,SPEAKER_00,80.81,82.55,1.74,Whichever car you have,Agent,4,0.029,137.93,1.75,1.75,0.0,0.0,False
run_001,2026-06-17T17:25:22,Other,A010,Mahendra,Medium,transcript_name,CALL010,17,SPEAKER_01,83.22,86.38,3.16,Thank you very much.,Customer,4,0.05266666666666667,75.95,0.67,0.0,0.0,0.0,False
