output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,sentiment_label,sentiment_score,positive_component,neutral_component,negative_component,experience_classifier_used,customer_experience_label,is_customer_experience_negative,customer_experience_confidence,customer_experience_reason,customer_experience_issue_theme,customer_experience_issue_pointer
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,1,SPEAKER_01,8.0,9.65,1.65,"Hi madam, good afternoon.",Agent,Positive,0.4404,0.492,0.508,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,2,SPEAKER_01,11.07,17.61,6.54,I'm Shashikant calling from Mahindra and Mahindra Adventure team. Am I speaking with Mr. Priyanka Patil?,Agent,Positive,0.3182,0.133,0.867,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,3,SPEAKER_01,19.72,30.17,10.45,"Yes, Ms. Priyanka Patil, we are conducting a short feedback exercise to understand our customer experience for adventure experience. This will help us to improve our future event, right?",Agent,Positive,0.8625,0.298,0.702,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,4,SPEAKER_01,31.15,40.16,9.01,"So, it will take hardly 8 to 10 minutes. So, your experience will be kept confidential and used only for NLS purpose. So, shall we start?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,5,SPEAKER_00,41.46,42.25,0.79,Thank you.,Customer,Positive,0.3612,0.714,0.286,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,6,SPEAKER_01,42.81,45.63,2.82,"Yeah. Miss Priyanka, can you confirm your age group?",Agent,Positive,0.1531,0.204,0.648,0.148,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,7,SPEAKER_01,48.78,53.12,4.34,42 and what is your profession means you are a cellar ride or a business person,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,8,SPEAKER_01,56.04,57.17,1.13,"Okay, self-employed, right?",Agent,Positive,0.2263,0.487,0.513,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,9,SPEAKER_01,58.35,62.15,3.8,You are a doctor and how many people are there in your family?,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,10,SPEAKER_01,64.07,66.43,2.36,Which vehicle did you own?,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,11,SPEAKER_01,70.2,77.42,7.22,"Mahindra Thaar, right? Yeah. And when was the last time you took a part in a Mahindra adventure activity?",Agent,Positive,0.594,0.222,0.778,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,12,SPEAKER_00,78.92,83.65,4.73,I think this one is so nice.,Customer,Positive,0.5598,0.376,0.624,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,13,SPEAKER_01,84.81,85.87,1.06,"Okay, in which month?",Agent,Positive,0.2263,0.388,0.612,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,14,SPEAKER_00,84.91,85.77,0.86,"Okay, but in which month?",Customer,Positive,0.1154,0.266,0.734,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,15,SPEAKER_00,87.39,88.88,1.49,"Right, let's go and put in a new one.",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,16,SPEAKER_00,91.54,92.44,0.9,Thank you.,Customer,Positive,0.3612,0.714,0.286,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,17,SPEAKER_01,91.56,95.32,3.76,What is your name? Kadiyotha Red,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,18,SPEAKER_00,95.32,98.13,2.81,The rate will not escape again.,Customer,Negative,-0.1326,0.0,0.767,0.233,Yes,Unclear,False,0.6,The statement is ambiguous and does not clearly express satisfaction or dissatisfaction.,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,19,SPEAKER_01,98.73,103.96,5.23,"You had gone to Pune during the Red Escape, right? Do you remember anything about the month?",Agent,Positive,0.264,0.114,0.886,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,20,SPEAKER_00,105.43,108.59,3.16,"This is scheduled for August, August, August, September.",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,21,SPEAKER_01,109.13,110.61,1.48,"August 4th, right?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,22,SPEAKER_01,111.95,114.66,2.71,Did you hear anything about the event?,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,23,SPEAKER_00,116.33,119.96,3.63,I don't know where Mahendra is. He is on the internet or on Insta.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,24,SPEAKER_01,121.04,122.58,1.54,"It's on Insta, right?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,25,SPEAKER_01,123.81,134.02,10.21,"Okay. So, you were interested in booking, right? What was the reason for your interest in booking?",Agent,Positive,0.7882,0.362,0.638,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,26,SPEAKER_00,134.12,141.63,7.51,"Actually, there was a trail hunt going on at our event in Nashik.",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,27,SPEAKER_00,142.25,145.58,3.33,"Yes, it will be completed now. It will be done in April.",Customer,Positive,0.4019,0.197,0.803,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,28,SPEAKER_01,142.41,143.67,1.26,"Yes, this is Purila.",Agent,Positive,0.4019,0.474,0.526,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,29,SPEAKER_00,146.34,148.18,1.84,But we couldn't attend an event.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,30,SPEAKER_00,149.7,155.57,5.87,He told me that he will hold an event of Mahindra anywhere near you.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,31,SPEAKER_00,156.23,157.93,1.7,This money is going to be transferred to you.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,32,SPEAKER_00,159.33,167.41,8.08,"He told us that he had to attend a safety course for our daughter, so we couldn't attend.",Customer,Positive,0.4215,0.141,0.859,0.0,No,,False,,,,
run_001,2026-06-17T17:16:37,Booking,A003,Shashikant,Medium,transcript_name,CALL003,33,SPEAKER_01,168.22,169.39,1.17,"Okay, yes, exactly.",Agent,Positive,0.5574,0.821,0.179,0.0,No,,False,,,,
