output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,word_count,duration_min,wpm,gap_from_previous_sec,agent_response_gap_from_customer_sec,overlap_with_previous_sec,agent_talkover_with_previous_customer_sec,customer_talkover_with_previous_agent_sec,is_long_agent_turn
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,1,SPEAKER_2,5.1,5.7,0.6,Hello.,Customer,1,0.01,100.0,0.0,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,2,SPEAKER_1,7.0,13.6,6.6,Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti Ruparaj?,Agent,19,0.11,172.73,1.3,1.3,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,3,SPEAKER_2,13.9,15.2,1.3,"Yeah, Drishti, yes.",Customer,3,0.021666666666666667,138.46,0.3,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,4,SPEAKER_1,15.7,32.8,17.1,"Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure experiences. This will help us improve our future events. It will take about 8 to 10 minutes. Your responses will be kept confidential and used for analysis purposes only. So, is this a convenient time to speak with you now, ma'am?",Agent,56,0.28500000000000003,196.49,0.5,0.5,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,5,SPEAKER_2,21.7,22.0,0.3,Right.,Customer,1,0.005,200.0,0.0,0.0,11.1,0.0,11.1,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,6,SPEAKER_2,30.8,31.0,0.2,Okay.,Customer,1,0.0033333333333333335,300.0,0.0,0.0,2.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,7,SPEAKER_2,33.4,34.9,1.5,"Yeah, yeah, please tell me. Okay.",Customer,6,0.025,240.0,0.6,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,8,SPEAKER_1,34.5,40.5,6.0,"Okay,  thank  you  so  much,  ma'am,  for  your  valuable  time.  We  would  like  to  start  with  your  basic information. So, may I know your age?",Agent,26,0.1,260.0,0.0,0.0,0.4,0.4,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,9,SPEAKER_2,41.4,42.0,0.6,Twenty-six.,Customer,2,0.01,200.0,0.9,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,10,SPEAKER_1,42.6,49.0,6.4,"Okay,  and  ma'am,  if  you  don't  mind,  may  I  know  your  profession?  Are  you  a  businesswoman, self-employed, or salaried?",Agent,22,0.10666666666666667,206.25,0.6,0.6,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,11,SPEAKER_2,49.1,50.2,1.1,Business.,Customer,1,0.018333333333333333,54.55,0.1,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,12,SPEAKER_1,50.6,54.3,3.7,"Business, okay. And how many people are there in your immediate family?",Agent,12,0.06166666666666667,194.59,0.4,0.4,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,13,SPEAKER_2,55.3,56.5,1.2,Five.,Customer,1,0.02,50.0,1.0,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,14,SPEAKER_1,57.1,59.5,2.4,"Okay, and which vehicle do you own?",Agent,7,0.04,175.0,0.6,0.6,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,15,SPEAKER_2,60.6,61.3,0.7,Thar.,Customer,1,0.011666666666666665,85.71,1.1,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,16,SPEAKER_1,61.8,63.6,1.8,"Mahindra's Thar vehicle, right?",Agent,5,0.030000000000000002,166.67,0.5,0.5,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,17,SPEAKER_2,63.6,64.1,0.5,Yeah.,Customer,1,0.008333333333333333,120.0,0.0,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,18,SPEAKER_1,64.5,68.8,4.3,"Okay, and when was the last time you took part in Mahindra's adventure activity?",Agent,15,0.07166666666666667,209.3,0.4,0.4,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,19,SPEAKER_2,69.3,73.0,3.7,"I think last, last...",Customer,4,0.06166666666666667,64.86,0.5,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,20,SPEAKER_2,74.2,81.2,7.0,"Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.",Customer,20,0.11666666666666667,171.43,1.2,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,21,SPEAKER_1,82.3,84.4,2.1,"Okay, Igatpuri. You went to Igatpuri?",Agent,6,0.035,171.43,1.1,1.1,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,22,SPEAKER_2,84.8,85.2,0.4,Yes.,Customer,1,0.006666666666666667,150.0,0.4,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,23,SPEAKER_1,85.5,87.8,2.3,"Okay, and which event was it?",Agent,6,0.03833333333333333,156.52,0.3,0.3,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,24,SPEAKER_2,88.6,91.4,2.8,I don't remember because it's almost been 6 to 8 months.,Customer,13,0.04666666666666666,278.57,0.8,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,25,SPEAKER_1,92.1,95.8,3.7,"Okay, it's alright. And how did you first hear about this event?",Agent,13,0.06166666666666667,210.81,0.7,0.7,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,26,SPEAKER_2,96.5,101.4,4.9,My elder brother found it. He is the one who is always on the lookout for such events. That's why.,Customer,21,0.08166666666666668,257.14,0.7,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,27,SPEAKER_1,101.2,107.5,6.3,"Okay, okay. And what made you feel interested enough to subscribe or book this adventure event?",Agent,16,0.105,152.38,0.0,0.0,0.2,0.2,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,28,SPEAKER_2,107.5,122.5,15.0,"Of course, we saw so many videos and all of that. The feedback was also really nice. So, we thought we'd go ahead since we own a vehicle that we don't usually try off-roading with and all of that. So, under the guidance of you guys, of course.",Customer,51,0.25,204.0,0.0,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,29,SPEAKER_1,114.2,114.7,0.5,Okay.,Agent,1,0.008333333333333333,120.0,0.0,0.0,8.3,8.3,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,30,SPEAKER_1,120.5,121.1,0.6,Okay.,Agent,1,0.01,100.0,0.0,0.0,2.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,31,SPEAKER_1,123.1,129.9,6.8,"Okay, ma'am, and before booking Mahindra's Adventure, did you check out any other experiences, like outdoor experiences too?",Agent,20,0.11333333333333333,176.47,0.6,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,32,SPEAKER_2,130.4,131.1,0.7,Hmm hmm.,Customer,2,0.011666666666666665,171.43,0.5,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,33,SPEAKER_1,131.5,133.2,1.7,"Okay, so you didn't, right?",Agent,6,0.028333333333333332,211.76,0.4,0.4,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,34,SPEAKER_2,133.2,133.5,0.3,Hmm.,Customer,1,0.005,200.0,0.0,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,35,SPEAKER_1,133.3,138.8,5.5,"And while you were exploring and deciding, who influenced your decision the most?",Agent,13,0.09166666666666666,141.82,0.0,0.0,0.2,0.2,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,36,SPEAKER_2,140.0,146.4,6.4,"Um, no one in particular. It could be that we were, we are like 40 years old.",Customer,17,0.10666666666666667,159.38,1.2,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,37,SPEAKER_1,144.2,146.4,2.2,"Okay, like was it your",Agent,5,0.03666666666666667,136.36,0.0,0.0,2.2,2.2,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,38,SPEAKER_1,146.4,149.0,2.6,"spouse, friends, or someone else?",Agent,5,0.043333333333333335,115.38,0.0,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,39,SPEAKER_2,149.2,150.3,1.1,"No, no, no.",Customer,3,0.018333333333333333,163.64,0.2,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,40,SPEAKER_1,150.7,152.6,1.9,"Okay, so it was you only, right?",Agent,7,0.03166666666666666,221.05,0.4,0.4,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,41,SPEAKER_2,152.7,153.1,0.4,Right.,Customer,1,0.006666666666666667,150.0,0.1,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,42,SPEAKER_1,153.5,157.6,4.1,"And according to you, how early should we inform you before an adventure event?",Agent,14,0.06833333333333333,204.88,0.4,0.4,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,43,SPEAKER_2,158.3,161.7,3.4,"Probably like a month ago, or a month or two.",Customer,10,0.056666666666666664,176.47,0.7,0.0,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,44,SPEAKER_1,162.1,164.7,2.6,"Okay, it takes a month or two months, right?",Agent,9,0.043333333333333335,207.69,0.4,0.4,0.0,0.0,0.0,False
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,45,SPEAKER_2,164.4,164.8,0.4,Yes.,Customer,1,0.006666666666666667,150.0,0.0,0.0,0.3,0.0,0.3,False
