output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,sentiment_label,sentiment_score,positive_component,neutral_component,negative_component,experience_classifier_used,customer_experience_label,is_customer_experience_negative,customer_experience_confidence,customer_experience_reason,customer_experience_issue_theme,customer_experience_issue_pointer
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,1,SPEAKER_2,5.1,5.7,0.6,Hello.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,2,SPEAKER_1,7.0,13.6,6.6,Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti,Agent,Positive,0.6369,0.257,0.743,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,3,SPEAKER_2,13.9,15.2,1.3,"Yeah, Drishti, yes.",Customer,Positive,0.5994,0.831,0.169,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,4,SPEAKER_1,15.7,32.8,17.1,"Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure",Agent,Positive,0.6124,0.294,0.706,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,5,SPEAKER_2,21.7,22.0,0.3,Right.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,6,SPEAKER_2,30.8,31.0,0.2,Okay.,Customer,Positive,0.2263,1.0,0.0,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,7,SPEAKER_2,33.4,34.9,1.5,"Yeah, yeah, please tell me. Okay.",Customer,Positive,0.765,0.811,0.189,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,8,SPEAKER_1,34.5,40.5,6.0,"Okay,  thank  you  so  much,  ma'am,  for  your  valuable  time.  We  would  like  to  start  with  your  basic",Agent,Positive,0.8402,0.417,0.583,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,9,SPEAKER_2,41.4,42.0,0.6,Twenty-six.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:19:19,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,10,SPEAKER_1,42.6,49.0,6.4,"Okay,  and  ma'am,  if  you  don't  mind,  may  I  know  your  profession?  Are  you  a  businesswoman,",Agent,Positive,0.2263,0.112,0.888,0.0,No,,False,,,,
