sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,item_id,rank,candidate_id,turn_ids,agent_turn_id,candidate_type,retrieval_query,agent_text_for_retrieval,candidate_text,context_text_for_evaluation,key_match_score,retrieval_score,combined_score,retrieval_method,retrieval_error
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP001,1,AW0001,"1,2,3,4,5,6",1,agent_anchored_window,"Hi Sir/Madam, Good morning/afternoon/evening","Good afternoon, this is Sneha.","[13.7 - 15.3] Agent: Good afternoon, this is Sneha.
[16.7 - 18.2] Agent: From the Adventure Team.
[19.3 - 22.6] Agent: Mahindra and Mahindra. I am speaking with Mr. Anurag.
[23.2 - 23.7] Customer: Yes.
[26.1 - 26.6] Agent: Hello.
[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.","[13.7 - 15.3] Agent: Good afternoon, this is Sneha.
[16.7 - 18.2] Agent: From the Adventure Team.
[19.3 - 22.6] Agent: Mahindra and Mahindra. I am speaking with Mr. Anurag.
[23.2 - 23.7] Customer: Yes.
[26.1 - 26.6] Agent: Hello.
[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.",0.327,0.4845,0.4294,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP001,2,AW0040,"70,71,72,73,74,75,76",71,agent_anchored_window,"Hi Sir/Madam, Good morning/afternoon/evening","Right, sir.","[278.8 - 283.2] Customer: Who goes on an adventure with friends, four by four, off-roading?
[287.0 - 287.8] Agent: Right, sir.
[288.9 - 290.9] Agent: So you don't feel anything like that, do you, about the improvement?
[291.9 - 292.8] Customer: Yes, yes, yes.
[293.4 - 313.4] Agent: Okay. And sir, Anurag Ji, what do you think about the information we provide? When should we do it? Should we inform you a week in advance, or a week or two?
[312.3 - 315.2] Customer: It should be within a month, at least.
[316.2 - 318.6] Agent: We should inform within a month, right?","[278.8 - 283.2] Customer: Who goes on an adventure with friends, four by four, off-roading?
[287.0 - 287.8] Agent: Right, sir.
[288.9 - 290.9] Agent: So you don't feel anything like that, do you, about the improvement?
[291.9 - 292.8] Customer: Yes, yes, yes.
[293.4 - 313.4] Agent: Okay. And sir, Anurag Ji, what do you think about the information we provide? When should we do it? Should we inform you a week in advance, or a week or two?
[312.3 - 315.2] Customer: It should be within a month, at least.
[316.2 - 318.6] Agent: We should inform within a month, right?",0.1552,0.4827,0.3681,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP001,3,AW0007,"9,10,11,12,13,14,15",10,agent_anchored_window,"Hi Sir/Madam, Good morning/afternoon/evening","I would like to start with a basic question. Can I know your age, sir?","[36.2 - 48.2] Agent: Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.
[49.8 - 54.3] Agent: I would like to start with a basic question. Can I know your age, sir?
[55.6 - 56.5] Customer: Thirty-one.
[57.1 - 60.2] Agent: Thirty-one, okay. And what is your profession, sir?
[61.4 - 62.2] Customer: Yes, yes, sir.
[63.1 - 68.2] Agent: Business, okay. And how many members are there in your family, sir?
[69.2 - 69.7] Customer: Okay.","[36.2 - 48.2] Agent: Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.
[49.8 - 54.3] Agent: I would like to start with a basic question. Can I know your age, sir?
[55.6 - 56.5] Customer: Thirty-one.
[57.1 - 60.2] Agent: Thirty-one, okay. And what is your profession, sir?
[61.4 - 62.2] Customer: Yes, yes, sir.
[63.1 - 68.2] Agent: Business, okay. And how many members are there in your family, sir?
[69.2 - 69.7] Customer: Okay.",0.1344,0.4156,0.3172,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP001,4,AW0004,"4,5,6,7,8,9,10",5,agent_anchored_window,"Hi Sir/Madam, Good morning/afternoon/evening",Hello.,"[23.2 - 23.7] Customer: Yes.
[26.1 - 26.6] Agent: Hello.
[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.
[29.3 - 34.5] Agent: Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.
[34.9 - 35.7] Customer: Yes, tell me.
[36.2 - 48.2] Agent: Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.
[49.8 - 54.3] Agent: I would like to start with a basic question. Can I know your age, sir?","[23.2 - 23.7] Customer: Yes.
[26.1 - 26.6] Agent: Hello.
[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.
[29.3 - 34.5] Agent: Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.
[34.9 - 35.7] Customer: Yes, tell me.
[36.2 - 48.2] Agent: Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.
[49.8 - 54.3] Agent: I would like to start with a basic question. Can I know your age, sir?",0.0208,0.4708,0.3133,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP002,1,AW0005,"6,7,8,9,10,11,12",7,agent_anchored_window,I am from adventure team on Mahindra & Mahindra,"Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.","[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.
[29.3 - 34.5] Agent: Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.
[34.9 - 35.7] Customer: Yes, tell me.
[36.2 - 48.2] Agent: Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.
[49.8 - 54.3] Agent: I would like to start with a basic question. Can I know your age, sir?
[55.6 - 56.5] Customer: Thirty-one.
[57.1 - 60.2] Agent: Thirty-one, okay. And what is your profession, sir?","[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.
[29.3 - 34.5] Agent: Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.
[34.9 - 35.7] Customer: Yes, tell me.
[36.2 - 48.2] Agent: Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.
[49.8 - 54.3] Agent: I would like to start with a basic question. Can I know your age, sir?
[55.6 - 56.5] Customer: Thirty-one.
[57.1 - 60.2] Agent: Thirty-one, okay. And what is your profession, sir?",0.7911,0.648,0.6981,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP002,2,AW0015,"25,26,27,28,29,30,31",26,agent_anchored_window,I am from adventure team on Mahindra & Mahindra,"And sir, where did you first learn about Mahindra Adventure?","[100.7 - 101.0] Customer: Hmm.
[101.0 - 107.1] Agent: And sir, where did you first learn about Mahindra Adventure?
[108.2 - 109.5] Customer: What?
[108.8 - 109.2] Agent: Yes.
[110.9 - 118.6] Agent: Mahindra Adventure, right, sir? The adventure event—where did you see it first, and at which location?
[117.5 - 117.8] Customer: Which one?
[118.1 - 118.5] Customer: On...","[100.7 - 101.0] Customer: Hmm.
[101.0 - 107.1] Agent: And sir, where did you first learn about Mahindra Adventure?
[108.2 - 109.5] Customer: What?
[108.8 - 109.2] Agent: Yes.
[110.9 - 118.6] Agent: Mahindra Adventure, right, sir? The adventure event—where did you see it first, and at which location?
[117.5 - 117.8] Customer: Which one?
[118.1 - 118.5] Customer: On...",0.2871,0.7153,0.5654,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP002,3,AW0002,"1,2,3,4,5,6,7",2,agent_anchored_window,I am from adventure team on Mahindra & Mahindra,From the Adventure Team.,"[13.7 - 15.3] Agent: Good afternoon, this is Sneha.
[16.7 - 18.2] Agent: From the Adventure Team.
[19.3 - 22.6] Agent: Mahindra and Mahindra. I am speaking with Mr. Anurag.
[23.2 - 23.7] Customer: Yes.
[26.1 - 26.6] Agent: Hello.
[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.
[29.3 - 34.5] Agent: Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.","[13.7 - 15.3] Agent: Good afternoon, this is Sneha.
[16.7 - 18.2] Agent: From the Adventure Team.
[19.3 - 22.6] Agent: Mahindra and Mahindra. I am speaking with Mr. Anurag.
[23.2 - 23.7] Customer: Yes.
[26.1 - 26.6] Agent: Hello.
[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.
[29.3 - 34.5] Agent: Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.",0.4611,0.5718,0.5331,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP002,4,AW0017,"28,29,30,31,32,33,34",29,agent_anchored_window,I am from adventure team on Mahindra & Mahindra,"Mahindra Adventure, right, sir? The adventure event—where did you see it first, and at which location?","[108.8 - 109.2] Agent: Yes.
[110.9 - 118.6] Agent: Mahindra Adventure, right, sir? The adventure event—where did you see it first, and at which location?
[117.5 - 117.8] Customer: Which one?
[118.1 - 118.5] Customer: On...
[118.6 - 121.2] Customer: Is there an Instagram ad?
[122.3 - 124.2] Agent: Instagram and location?
[126.6 - 127.4] Customer: Khajuraho.","[108.8 - 109.2] Agent: Yes.
[110.9 - 118.6] Agent: Mahindra Adventure, right, sir? The adventure event—where did you see it first, and at which location?
[117.5 - 117.8] Customer: Which one?
[118.1 - 118.5] Customer: On...
[118.6 - 121.2] Customer: Is there an Instagram ad?
[122.3 - 124.2] Agent: Instagram and location?
[126.6 - 127.4] Customer: Khajuraho.",0.2812,0.6328,0.5097,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP003,1,AW0006,"8,9,10,11,12,13,14",9,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,"Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.","[34.9 - 35.7] Customer: Yes, tell me.
[36.2 - 48.2] Agent: Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.
[49.8 - 54.3] Agent: I would like to start with a basic question. Can I know your age, sir?
[55.6 - 56.5] Customer: Thirty-one.
[57.1 - 60.2] Agent: Thirty-one, okay. And what is your profession, sir?
[61.4 - 62.2] Customer: Yes, yes, sir.
[63.1 - 68.2] Agent: Business, okay. And how many members are there in your family, sir?","[34.9 - 35.7] Customer: Yes, tell me.
[36.2 - 48.2] Agent: Thank you for confirming, sir. This is a small feedback call so that we can give our customers a better adventure exercise experience and improve it further.
[49.8 - 54.3] Agent: I would like to start with a basic question. Can I know your age, sir?
[55.6 - 56.5] Customer: Thirty-one.
[57.1 - 60.2] Agent: Thirty-one, okay. And what is your profession, sir?
[61.4 - 62.2] Customer: Yes, yes, sir.
[63.1 - 68.2] Agent: Business, okay. And how many members are there in your family, sir?",0.293,0.6164,0.5032,azure_openai,
Other,A007,Sneha,Medium,registry_name_match,CALL010,SOP003,2,AW0002,"1,2,3,4,5,6,7",2,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,From the Adventure Team.,"[13.7 - 15.3] Agent: Good afternoon, this is Sneha.
[16.7 - 18.2] Agent: From the Adventure Team.
[19.3 - 22.6] Agent: Mahindra and Mahindra. I am speaking with Mr. Anurag.
[23.2 - 23.7] Customer: Yes.
[26.1 - 26.6] Agent: Hello.
[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.
[29.3 - 34.5] Agent: Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.","[13.7 - 15.3] Agent: Good afternoon, this is Sneha.
[16.7 - 18.2] Agent: From the Adventure Team.
[19.3 - 22.6] Agent: Mahindra and Mahindra. I am speaking with Mr. Anurag.
[23.2 - 23.7] Customer: Yes.
[26.1 - 26.6] Agent: Hello.
[27.2 - 28.6] Customer: Yes, Ma'am, please tell me.
[29.3 - 34.5] Agent: Yes, this is Sneha speaking from the Adventure Team of Mahindra & Mahindra. I am speaking with Anurag Ji.",0.0732,0.4271,0.3032,azure_openai,
