sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,item_id,rank,candidate_id,turn_ids,agent_turn_id,candidate_type,retrieval_query,agent_text_for_retrieval,candidate_text,context_text_for_evaluation,key_match_score,retrieval_score,combined_score,retrieval_method,retrieval_error
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP001,1,AW0024,"46,47,48,49",47,agent_anchored_window,"Hi Sir/Madam, Good morning/afternoon/evening","Okay. Thank you, sir. Almost all your feedback has been captured, and you took out your precious time to give feedback. Thank you very much for that, and have a good day.","[203.8 - 204.4] Customer: Hmm.
[204.9 - 212.8] Agent: Okay. Thank you, sir. Almost all your feedback has been captured, and you took out your precious time to give feedback. Thank you very much for that, and have a good day.
[214.1 - 214.8] Customer: Thank you.
[215.0 - 215.9] Agent: You're welcome, sir.","[203.8 - 204.4] Customer: Hmm.
[204.9 - 212.8] Agent: Okay. Thank you, sir. Almost all your feedback has been captured, and you took out your precious time to give feedback. Thank you very much for that, and have a good day.
[214.1 - 214.8] Customer: Thank you.
[215.0 - 215.9] Agent: You're welcome, sir.",0.258,0.4477,0.3813,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP001,2,AW0025,"48,49",49,agent_anchored_window,"Hi Sir/Madam, Good morning/afternoon/evening","You're welcome, sir.","[214.1 - 214.8] Customer: Thank you.
[215.0 - 215.9] Agent: You're welcome, sir.","[214.1 - 214.8] Customer: Thank you.
[215.0 - 215.9] Agent: You're welcome, sir.",0.1399,0.434,0.3311,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP001,3,AW0001,"1,2,3,4,5,6,7",2,agent_anchored_window,"Hi Sir/Madam, Good morning/afternoon/evening","Hello, I am Dheeraj speaking from the Mahindra Relationship Center, Mumbai. Am I speaking with Kunal Roy ji?","[7.7 - 8.3] Customer: Hello.
[9.9 - 16.8] Agent: Hello, I am Dheeraj speaking from the Mahindra Relationship Center, Mumbai. Am I speaking with Kunal Roy ji?
[17.4 - 18.4] Customer: Yes, congratulations.
[18.6 - 37.8] Agent: Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?
[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.","[7.7 - 8.3] Customer: Hello.
[9.9 - 16.8] Agent: Hello, I am Dheeraj speaking from the Mahindra Relationship Center, Mumbai. Am I speaking with Kunal Roy ji?
[17.4 - 18.4] Customer: Yes, congratulations.
[18.6 - 37.8] Agent: Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?
[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.",0.0714,0.342,0.2473,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP001,4,AW0005,"9,10,11,12,13,14,15",10,agent_anchored_window,"Hi Sir/Madam, Good morning/afternoon/evening","Okay, it's a business. And how many members are there in your family, sir?","[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.
[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?","[49.8 - 51.7] Customer: Sales employee business.
[52.0 - 55.2] Agent: Okay, it's a business. And how many members are there in your family, sir?
[57.2 - 58.0] Customer: Four people.
[58.6 - 63.6] Agent: There are four members. Can you tell me which car you have as a four-wheeler?
[64.9 - 67.5] Customer: It's a Brezza, and it's a Fortuner.
[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?",0.1337,0.2867,0.2332,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP002,1,AW0008,"14,15,16,17,18,19,20",15,agent_anchored_window,I am from adventure team on Mahindra & Mahindra,"Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?","[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?
[72.5 - 72.8] Customer: And...
[81.0 - 82.7] Customer: Add it too.
[82.5 - 86.8] Agent: Instagram? Okay, on Instagram. For which location did you see it? If I may know.
[87.5 - 89.4] Customer: At that time, it was probably from Nagaland.
[89.9 - 96.5] Agent: Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.","[67.5 - 68.3] Agent: Yes, it's great.
[70.2 - 80.3] Agent: Thar, Fortuner, and Brezza, right? So, can I know, for the first time, where did you get information about Mahindra's adventure events?
[72.5 - 72.8] Customer: And...
[81.0 - 82.7] Customer: Add it too.
[82.5 - 86.8] Agent: Instagram? Okay, on Instagram. For which location did you see it? If I may know.
[87.5 - 89.4] Customer: At that time, it was probably from Nagaland.
[89.9 - 96.5] Agent: Nagaland. So, what kind of thing did you find interesting there that made you interested in that event? If I may know.",0.3767,0.5786,0.5079,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP002,2,AW0002,"3,4,5,6,7,8,9",4,agent_anchored_window,I am from adventure team on Mahindra & Mahindra,"Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?","[17.4 - 18.4] Customer: Yes, congratulations.
[18.6 - 37.8] Agent: Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?
[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.","[17.4 - 18.4] Customer: Yes, congratulations.
[18.6 - 37.8] Agent: Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?
[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.",0.4314,0.5127,0.4842,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP002,3,AW0001,"1,2,3,4,5,6,7",2,agent_anchored_window,I am from adventure team on Mahindra & Mahindra,"Hello, I am Dheeraj speaking from the Mahindra Relationship Center, Mumbai. Am I speaking with Kunal Roy ji?","[7.7 - 8.3] Customer: Hello.
[9.9 - 16.8] Agent: Hello, I am Dheeraj speaking from the Mahindra Relationship Center, Mumbai. Am I speaking with Kunal Roy ji?
[17.4 - 18.4] Customer: Yes, congratulations.
[18.6 - 37.8] Agent: Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?
[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.","[7.7 - 8.3] Customer: Hello.
[9.9 - 16.8] Agent: Hello, I am Dheeraj speaking from the Mahindra Relationship Center, Mumbai. Am I speaking with Kunal Roy ji?
[17.4 - 18.4] Customer: Yes, congratulations.
[18.6 - 37.8] Agent: Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?
[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.",0.5192,0.4376,0.4662,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP002,4,AW0014,"26,27,28,29,30,31,32",27,agent_anchored_window,I am from adventure team on Mahindra & Mahindra,"You had shown interest in the Thar—sorry, Mahindra event for adventures—but you rejected it. So, can I know the reason why you rejected it, sir?","[118.1 - 119.2] Customer: What?
[119.9 - 130.9] Agent: You had shown interest in the Thar—sorry, Mahindra event for adventures—but you rejected it. So, can I know the reason why you rejected it, sir?
[130.6 - 134.8] Customer: Sir, I think it was for ten to twelve days, so I couldn't make it for that long.
[135.4 - 137.8] Agent: Okay. It was a time issue, right?
[138.5 - 139.0] Customer: Hmm.
[139.5 - 145.8] Agent: Okay, so currently, are you looking for any outdoor experiences again for the event?
[146.0 - 148.2] Customer: If there's something nearby, we'll take a walk.","[118.1 - 119.2] Customer: What?
[119.9 - 130.9] Agent: You had shown interest in the Thar—sorry, Mahindra event for adventures—but you rejected it. So, can I know the reason why you rejected it, sir?
[130.6 - 134.8] Customer: Sir, I think it was for ten to twelve days, so I couldn't make it for that long.
[135.4 - 137.8] Agent: Okay. It was a time issue, right?
[138.5 - 139.0] Customer: Hmm.
[139.5 - 145.8] Agent: Okay, so currently, are you looking for any outdoor experiences again for the event?
[146.0 - 148.2] Customer: If there's something nearby, we'll take a walk.",0.2877,0.4956,0.4228,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP003,1,AW0002,"3,4,5,6,7,8,9",4,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,"Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?","[17.4 - 18.4] Customer: Yes, congratulations.
[18.6 - 37.8] Agent: Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?
[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.","[17.4 - 18.4] Customer: Yes, congratulations.
[18.6 - 37.8] Agent: Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?
[38.4 - 39.6] Customer: Yes, sir, please speak.
[40.2 - 45.2] Agent: Okay. So, for profile purposes, can I know, Kunal ji, what is your age?
[46.0 - 46.9] Customer: Twenty-seven.
[47.4 - 49.3] Agent: And do you have a job, or do you run a business?
[49.8 - 51.7] Customer: Sales employee business.",0.226,0.5765,0.4538,azure_openai,
Other,A006,Dheeraj,Medium,registry_name_match,CALL008,SOP003,2,AW0020,"38,39,40,41,42,43,44",39,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes. Your responses will be kept confidential and used only for analysis purposes.,"Okay, so if we need to inform you about the adventurous event, how long in advance can we inform you? Less than one week, within one to two weeks, within two to three weeks, within one to two months, or more than two months?","[167.5 - 170.3] Customer: No, no, sir, there is no such issue. I had my own issue.
[170.6 - 185.2] Agent: Okay, so if we need to inform you about the adventurous event, how long in advance can we inform you? Less than one week, within one to two weeks, within two to three weeks, within one to two months, or more than two months?
[185.9 - 187.3] Customer: About the exam, sir.
[188.6 - 189.6] Agent: Today?
[188.9 - 193.9] Customer: Today, you can notify me. Whether I want to go or not, that's my wish. You can take it.
[193.6 - 197.1] Agent: We can tell you by when we can inform you about this.
[197.4 - 199.7] Customer: When should we start from next month?","[167.5 - 170.3] Customer: No, no, sir, there is no such issue. I had my own issue.
[170.6 - 185.2] Agent: Okay, so if we need to inform you about the adventurous event, how long in advance can we inform you? Less than one week, within one to two weeks, within two to three weeks, within one to two months, or more than two months?
[185.9 - 187.3] Customer: About the exam, sir.
[188.6 - 189.6] Agent: Today?
[188.9 - 193.9] Customer: Today, you can notify me. Whether I want to go or not, that's my wish. You can take it.
[193.6 - 197.1] Agent: We can tell you by when we can inform you about this.
[197.4 - 199.7] Customer: When should we start from next month?",0.0958,0.4338,0.3155,azure_openai,
