output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_002,2026-06-22T13:56:13,CALL002,1,SPEAKER_01,0.71,1.8,1.09,BEEP BEEP,Agent
run_002,2026-06-22T13:56:13,CALL002,2,SPEAKER_01,4.03,5.62,1.59,Hello?,Agent
run_002,2026-06-22T13:56:13,CALL002,3,SPEAKER_01,7.07,15.25,8.18,"Good evening, this is Sakshi calling you from Mahindra's Adventure Team. Am I speaking with Mr. Drishti Ruparaj? Yeah, Ms. Drishti, yes.",Agent
run_002,2026-06-22T13:56:13,CALL002,4,SPEAKER_01,15.59,23.4,7.81,"Yes, we are conducting a short feedback exercise to understand customer preferences for adventure experiences. This will help us to improve our future events.",Agent
run_002,2026-06-22T13:56:13,CALL002,5,SPEAKER_01,23.62,32.65,9.03,It will about take your 8-10 minutes. Your responses will be kept confidential and used for analysis purpose only. So is this a convenient time to speak with you now ma'am?,Agent
run_002,2026-06-22T13:56:13,CALL002,6,SPEAKER_01,33.39,36.8,3.41,"Yeah, yeah. Just tell me, please. Okay, okay. Thank you so much, ma'am, for your valuable time.",Agent
run_002,2026-06-22T13:56:13,CALL002,7,SPEAKER_01,37.0,40.35,3.35,we would like to start with the basic information. So may I know your age?,Agent
run_002,2026-06-22T13:56:13,CALL002,8,SPEAKER_01,41.48,54.18,12.7,"26. Okay. And so, ma'am, if you don't mind, may I know your profession, like a businesswoman, self-employed or salaried? Business. Business. Okay. And how many people are there in your immediate family?",Agent
run_002,2026-06-22T13:56:13,CALL002,9,SPEAKER_01,55.4,56.38,0.98,"Mm-hmm, thanks.",Agent
run_002,2026-06-22T13:56:13,CALL002,10,SPEAKER_00,55.6,56.39,0.79,Mm-hmm.,Customer
run_002,2026-06-22T13:56:13,CALL002,11,SPEAKER_01,56.39,59.33,2.94,"Okay, and which vehicle do you own?",Agent
run_002,2026-06-22T13:56:13,CALL002,12,SPEAKER_01,61.2,63.57,2.37,"Mahindra star vehicle, right?",Agent
run_002,2026-06-22T13:56:13,CALL002,13,SPEAKER_01,64.51,70.37,5.86,"Okay, and when was the last time you took part in Mahindra's adventure activity. I think last",Agent
run_002,2026-06-22T13:56:13,CALL002,14,SPEAKER_01,70.74,72.17,1.43,Last.,Agent
run_002,2026-06-22T13:56:13,CALL002,15,SPEAKER_01,72.56,73.35,0.79,Thank you.,Agent
run_002,2026-06-22T13:56:13,CALL002,16,SPEAKER_00,74.3,75.45,1.15,Whatever happened in...,Customer
run_002,2026-06-22T13:56:13,CALL002,17,SPEAKER_01,74.74,75.65,0.91,happened in,Agent
run_002,2026-06-22T13:56:13,CALL002,18,SPEAKER_00,75.65,79.7,4.05,I don't remember the place but I've been to the Igatpuri and the,Customer
run_002,2026-06-22T13:56:13,CALL002,19,SPEAKER_01,76.59,78.21,1.62,I don't remember the place but I've been to,Agent
