output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,item_id,rank,candidate_id,turn_ids,agent_turn_id,candidate_type,retrieval_query,agent_text_for_retrieval,candidate_text,context_text_for_evaluation,key_match_score,retrieval_score,combined_score,retrieval_method,retrieval_error
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP001,1,AW0001,"1,2,3,4,5,6,7",2,agent_anchored_window,"Hi Sir/Madam, Gm/Ga/Ge I am from adventure team on Mahindra & Mahindra.",Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti,"[5.1 - 5.7] Customer: Hello.
[7.0 - 13.6] Agent: Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti
[13.9 - 15.2] Customer: Yeah, Drishti, yes.
[15.7 - 32.8] Agent: Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure
[21.7 - 22.0] Customer: Right.
[30.8 - 31.0] Customer: Okay.
[33.4 - 34.9] Customer: Yeah, yeah, please tell me. Okay.","[5.1 - 5.7] Customer: Hello.
[7.0 - 13.6] Agent: Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti
[13.9 - 15.2] Customer: Yeah, Drishti, yes.
[15.7 - 32.8] Agent: Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure
[21.7 - 22.0] Customer: Right.
[30.8 - 31.0] Customer: Okay.
[33.4 - 34.9] Customer: Yeah, yeah, please tell me. Okay.",0.445,0.6372,0.5699,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP001,2,AW0015,"30,31,32,33,34,35,36",31,agent_anchored_window,"Hi Sir/Madam, Gm/Ga/Ge I am from adventure team on Mahindra & Mahindra.","Okay, ma'am, and before booking Mahindra's Adventure, did you check out any other experiences, like","[120.5 - 121.1] Agent: Okay.
[123.1 - 129.9] Agent: Okay, ma'am, and before booking Mahindra's Adventure, did you check out any other experiences, like
[130.4 - 131.1] Customer: Hmm hmm.
[131.5 - 133.2] Agent: Okay, so you didn't, right?
[133.2 - 133.5] Customer: Hmm.
[133.3 - 138.8] Agent: And while you were exploring and deciding, who influenced your decision the most?
[140.0 - 146.4] Customer: Um, no one in particular. It could be that we were, we are like 40 years old.","[120.5 - 121.1] Agent: Okay.
[123.1 - 129.9] Agent: Okay, ma'am, and before booking Mahindra's Adventure, did you check out any other experiences, like
[130.4 - 131.1] Customer: Hmm hmm.
[131.5 - 133.2] Agent: Okay, so you didn't, right?
[133.2 - 133.5] Customer: Hmm.
[133.3 - 138.8] Agent: And while you were exploring and deciding, who influenced your decision the most?
[140.0 - 146.4] Customer: Um, no one in particular. It could be that we were, we are like 40 years old.",0.2718,0.5511,0.4533,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP001,3,AW0008,"17,18,19,20,21,22,23",18,agent_anchored_window,"Hi Sir/Madam, Gm/Ga/Ge I am from adventure team on Mahindra & Mahindra.","Okay, and when was the last time you took part in Mahindra's adventure activity?","[63.6 - 64.1] Customer: Yeah.
[64.5 - 68.8] Agent: Okay, and when was the last time you took part in Mahindra's adventure activity?
[69.3 - 73.0] Customer: I think last, last...
[74.2 - 81.2] Customer: Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.
[82.3 - 84.4] Agent: Okay, Igatpuri. You went to Igatpuri?
[84.8 - 85.2] Customer: Yes.
[85.5 - 87.8] Agent: Okay, and which event was it?","[63.6 - 64.1] Customer: Yeah.
[64.5 - 68.8] Agent: Okay, and when was the last time you took part in Mahindra's adventure activity?
[69.3 - 73.0] Customer: I think last, last...
[74.2 - 81.2] Customer: Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.
[82.3 - 84.4] Agent: Okay, Igatpuri. You went to Igatpuri?
[84.8 - 85.2] Customer: Yes.
[85.5 - 87.8] Agent: Okay, and which event was it?",0.1981,0.5827,0.4481,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP001,4,AW0007,"15,16,17,18,19,20,21",16,agent_anchored_window,"Hi Sir/Madam, Gm/Ga/Ge I am from adventure team on Mahindra & Mahindra.","Mahindra's Thar vehicle, right?","[60.6 - 61.3] Customer: Thar.
[61.8 - 63.6] Agent: Mahindra's Thar vehicle, right?
[63.6 - 64.1] Customer: Yeah.
[64.5 - 68.8] Agent: Okay, and when was the last time you took part in Mahindra's adventure activity?
[69.3 - 73.0] Customer: I think last, last...
[74.2 - 81.2] Customer: Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.
[82.3 - 84.4] Agent: Okay, Igatpuri. You went to Igatpuri?","[60.6 - 61.3] Customer: Thar.
[61.8 - 63.6] Agent: Mahindra's Thar vehicle, right?
[63.6 - 64.1] Customer: Yeah.
[64.5 - 68.8] Agent: Okay, and when was the last time you took part in Mahindra's adventure activity?
[69.3 - 73.0] Customer: I think last, last...
[74.2 - 81.2] Customer: Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.
[82.3 - 84.4] Agent: Okay, Igatpuri. You went to Igatpuri?",0.1254,0.4601,0.343,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP002,1,AW0001,"1,2,3,4,5,6,7",2,agent_anchored_window,I am from adventure team on Mahindra & Mahindra.,Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti,"[5.1 - 5.7] Customer: Hello.
[7.0 - 13.6] Agent: Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti
[13.9 - 15.2] Customer: Yeah, Drishti, yes.
[15.7 - 32.8] Agent: Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure
[21.7 - 22.0] Customer: Right.
[30.8 - 31.0] Customer: Okay.
[33.4 - 34.9] Customer: Yeah, yeah, please tell me. Okay.","[5.1 - 5.7] Customer: Hello.
[7.0 - 13.6] Agent: Good evening. This is Sakshi calling you from Mahindra's Adventure team. Am I speaking with Mr. Drishti
[13.9 - 15.2] Customer: Yeah, Drishti, yes.
[15.7 - 32.8] Agent: Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure
[21.7 - 22.0] Customer: Right.
[30.8 - 31.0] Customer: Okay.
[33.4 - 34.9] Customer: Yeah, yeah, please tell me. Okay.",0.7498,0.5848,0.6425,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP002,2,AW0008,"17,18,19,20,21,22,23",18,agent_anchored_window,I am from adventure team on Mahindra & Mahindra.,"Okay, and when was the last time you took part in Mahindra's adventure activity?","[63.6 - 64.1] Customer: Yeah.
[64.5 - 68.8] Agent: Okay, and when was the last time you took part in Mahindra's adventure activity?
[69.3 - 73.0] Customer: I think last, last...
[74.2 - 81.2] Customer: Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.
[82.3 - 84.4] Agent: Okay, Igatpuri. You went to Igatpuri?
[84.8 - 85.2] Customer: Yes.
[85.5 - 87.8] Agent: Okay, and which event was it?","[63.6 - 64.1] Customer: Yeah.
[64.5 - 68.8] Agent: Okay, and when was the last time you took part in Mahindra's adventure activity?
[69.3 - 73.0] Customer: I think last, last...
[74.2 - 81.2] Customer: Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.
[82.3 - 84.4] Agent: Okay, Igatpuri. You went to Igatpuri?
[84.8 - 85.2] Customer: Yes.
[85.5 - 87.8] Agent: Okay, and which event was it?",0.2956,0.6231,0.5085,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP002,3,AW0015,"30,31,32,33,34,35,36",31,agent_anchored_window,I am from adventure team on Mahindra & Mahindra.,"Okay, ma'am, and before booking Mahindra's Adventure, did you check out any other experiences, like","[120.5 - 121.1] Agent: Okay.
[123.1 - 129.9] Agent: Okay, ma'am, and before booking Mahindra's Adventure, did you check out any other experiences, like
[130.4 - 131.1] Customer: Hmm hmm.
[131.5 - 133.2] Agent: Okay, so you didn't, right?
[133.2 - 133.5] Customer: Hmm.
[133.3 - 138.8] Agent: And while you were exploring and deciding, who influenced your decision the most?
[140.0 - 146.4] Customer: Um, no one in particular. It could be that we were, we are like 40 years old.","[120.5 - 121.1] Agent: Okay.
[123.1 - 129.9] Agent: Okay, ma'am, and before booking Mahindra's Adventure, did you check out any other experiences, like
[130.4 - 131.1] Customer: Hmm hmm.
[131.5 - 133.2] Agent: Okay, so you didn't, right?
[133.2 - 133.5] Customer: Hmm.
[133.3 - 138.8] Agent: And while you were exploring and deciding, who influenced your decision the most?
[140.0 - 146.4] Customer: Um, no one in particular. It could be that we were, we are like 40 years old.",0.425,0.5458,0.5035,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP002,4,AW0007,"15,16,17,18,19,20,21",16,agent_anchored_window,I am from adventure team on Mahindra & Mahindra.,"Mahindra's Thar vehicle, right?","[60.6 - 61.3] Customer: Thar.
[61.8 - 63.6] Agent: Mahindra's Thar vehicle, right?
[63.6 - 64.1] Customer: Yeah.
[64.5 - 68.8] Agent: Okay, and when was the last time you took part in Mahindra's adventure activity?
[69.3 - 73.0] Customer: I think last, last...
[74.2 - 81.2] Customer: Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.
[82.3 - 84.4] Agent: Okay, Igatpuri. You went to Igatpuri?","[60.6 - 61.3] Customer: Thar.
[61.8 - 63.6] Agent: Mahindra's Thar vehicle, right?
[63.6 - 64.1] Customer: Yeah.
[64.5 - 68.8] Agent: Okay, and when was the last time you took part in Mahindra's adventure activity?
[69.3 - 73.0] Customer: I think last, last...
[74.2 - 81.2] Customer: Whatever happened in, um, I don't remember the place, but I've been to Igatpuri and the following one.
[82.3 - 84.4] Agent: Okay, Igatpuri. You went to Igatpuri?",0.195,0.4949,0.3899,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP003,1,AW0002,"3,4,5,6,7,8,9",4,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes.,"Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure","[13.9 - 15.2] Customer: Yeah, Drishti, yes.
[15.7 - 32.8] Agent: Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure
[21.7 - 22.0] Customer: Right.
[30.8 - 31.0] Customer: Okay.
[33.4 - 34.9] Customer: Yeah, yeah, please tell me. Okay.
[34.5 - 40.5] Agent: Okay,  thank  you  so  much,  ma'am,  for  your  valuable  time.  We  would  like  to  start  with  your  basic
[41.4 - 42.0] Customer: Twenty-six.","[13.9 - 15.2] Customer: Yeah, Drishti, yes.
[15.7 - 32.8] Agent: Yes,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure
[21.7 - 22.0] Customer: Right.
[30.8 - 31.0] Customer: Okay.
[33.4 - 34.9] Customer: Yeah, yeah, please tell me. Okay.
[34.5 - 40.5] Agent: Okay,  thank  you  so  much,  ma'am,  for  your  valuable  time.  We  would  like  to  start  with  your  basic
[41.4 - 42.0] Customer: Twenty-six.",0.5137,0.748,0.666,azure_openai,
run_003,2026-07-02T16:33:39,Booking,A002,Sakshi,Medium,registry_name_match,CALL002,SOP003,2,AW0021,"41,42,43,44,45,46,47",42,agent_anchored_window,We are conducting a short feedback exercise to understand customer preferences for Adventure experiences. This will help us improve future events. The call will take about 8–10 minutes.,"And according to you, how early should we inform you before an adventure event?","[152.7 - 153.1] Customer: Right.
[153.5 - 157.6] Agent: And according to you, how early should we inform you before an adventure event?
[158.3 - 161.7] Customer: Probably like a month ago, or a month or two.
[162.1 - 164.7] Agent: Okay, it takes a month or two months, right?
[164.4 - 164.8] Customer: Yes.
[164.8 - 171.0] Agent: And what is the one thing that would make you more likely to subscribe to our adventure events in the
[172.2 - 176.9] Customer: I feel you guys are holding it really well. There's no change that I would like to see.","[152.7 - 153.1] Customer: Right.
[153.5 - 157.6] Agent: And according to you, how early should we inform you before an adventure event?
[158.3 - 161.7] Customer: Probably like a month ago, or a month or two.
[162.1 - 164.7] Agent: Okay, it takes a month or two months, right?
[164.4 - 164.8] Customer: Yes.
[164.8 - 171.0] Agent: And what is the one thing that would make you more likely to subscribe to our adventure events in the
[172.2 - 176.9] Customer: I feel you guys are holding it really well. There's no change that I would like to see.",0.1518,0.4554,0.3491,azure_openai,
