output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,word_count,duration_min,wpm,gap_from_previous_sec,agent_response_gap_from_customer_sec,overlap_with_previous_sec,agent_talkover_with_previous_customer_sec,customer_talkover_with_previous_agent_sec,is_long_agent_turn
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,1,SPEAKER_0,4.4,4.7,0.3,Hello.,Unknown,1,0.005,200.0,0.0,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,2,SPEAKER_2,16.5,17.2,0.7,Hello.,Customer,1,0.011666666666666665,85.71,11.8,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,3,SPEAKER_1,19.1,23.5,4.4,"Good morning, sir. This is Nagesh calling from the Mahindra and Mahindra Adventure team.",Agent,14,0.07333333333333333,190.91,1.9,1.9,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,4,SPEAKER_2,23.9,24.4,0.5,Yeah.,Customer,1,0.008333333333333333,120.0,0.4,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,5,SPEAKER_1,25.3,28.6,3.3,"Uh, am I speaking with Mr. Cynthia Watts?",Agent,8,0.055,145.45,0.9,0.9,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,6,SPEAKER_2,29.8,31.5,1.7,"Yes, tell me.",Customer,3,0.028333333333333332,105.88,1.2,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,7,SPEAKER_1,31.5,39.8,8.3,"Okay. Sir, we are conducting a short feedback exercise to understand customer preferences for adventure",Agent,15,0.13833333333333334,108.43,0.0,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,9,SPEAKER_1,40.0,40.4,0.4,Hi.,Agent,1,0.006666666666666667,150.0,0.2,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,8,SPEAKER_2,40.0,40.6,0.6,Hi.,Customer,1,0.01,100.0,0.0,0.0,0.4,0.0,0.4,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,10,SPEAKER_1,40.6,49.3,8.7,"Uh, sir, this will help us improve future events. So, sir, your response will be kept confidential and used",Agent,19,0.145,131.03,0.0,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,11,SPEAKER_1,50.3,51.8,1.5,"Sir, can you—",Agent,3,0.025,120.0,1.0,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,12,SPEAKER_2,53.0,54.8,1.8,We have already given this to you.,Customer,7,0.030000000000000002,233.33,1.2,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,13,SPEAKER_1,55.5,59.0,3.5,"Yes, sir, profile questioning. May I know your age, sir?",Agent,10,0.058333333333333334,171.43,0.7,0.7,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,14,SPEAKER_2,60.0,60.8,0.8,Fifty-one.,Customer,2,0.013333333333333334,150.0,1.0,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,15,SPEAKER_1,61.4,65.3,3.9,"Fifty-one, okay. And may I know your profession, sir?",Agent,10,0.065,153.85,0.6,0.6,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,16,SPEAKER_2,66.5,67.2,0.7,Business.,Customer,1,0.011666666666666665,85.71,1.2,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,17,SPEAKER_1,67.8,73.2,5.4,"Businessman, right? Okay. How many people are there in your family, sir?",Agent,12,0.09000000000000001,133.33,0.6,0.6,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,18,SPEAKER_2,75.1,78.4,3.3,"For finishing, first time going out to Goa.",Customer,8,0.055,145.45,1.9,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:32:15,Booking,A001,Nagesh,Medium,registry_name_match,CALL001,19,SPEAKER_1,78.0,81.6,3.6,"Okay, sir. Which vehicles do you own?",Agent,7,0.060000000000000005,116.67,0.0,0.0,0.4,0.4,0.0,False
