output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,sentiment_label,sentiment_score,positive_component,neutral_component,negative_component,experience_classifier_used,customer_experience_label,is_customer_experience_negative,customer_experience_confidence,customer_experience_reason,customer_experience_issue_theme,customer_experience_issue_pointer
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,1,SPEAKER_01,22.66,27.39,4.73,"Hello, I am Dheeraj from Mahindra Adventures Even. I am talking to Mr. Naaz.",Agent,Positive,0.34,0.156,0.844,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,2,SPEAKER_00,27.89,29.88,1.99,"Ah, yeah. Can't speak in English.",Customer,Positive,0.296,0.306,0.694,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,3,SPEAKER_01,30.27,32.87,2.6,"Excuse me, sir. Can I speak to Mr. Naaz only?",Agent,Positive,0.0772,0.126,0.874,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,4,SPEAKER_00,33.44,34.29,0.85,Oh yeah.,Customer,Positive,0.296,0.688,0.312,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,5,SPEAKER_01,34.37,44.73,10.36,"Mr. Naaz, as you have shown your interest in Mahindra Adventures Event, but due to some reason you have rejected this event, so this is a feedback call so that we can improve our adventures event.",Agent,Positive,0.6369,0.231,0.672,0.097,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,6,SPEAKER_01,45.09,48.5,3.41,So is it convenient time to speak with you for the 8 to 10 minutes only?,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,7,SPEAKER_00,49.1,50.37,1.27,"Yes, yes, I understand.",Customer,Positive,0.6597,0.73,0.27,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,8,SPEAKER_01,50.28,52.92,2.64,"So, for the profile purpose management, what is your risk?",Agent,Negative,-0.2732,0.0,0.811,0.189,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,9,SPEAKER_01,56.09,58.87,2.78,"For the profile purpose manual, what is your age Mr. Naj?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,10,SPEAKER_00,59.4,60.9,1.5,My age is 22.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,11,SPEAKER_01,61.44,64.85,3.41,22. And you are a salaried businessman or you are a student?,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_001,2026-06-17T17:20:55,Other,A006,Dheeraj,Medium,transcript_name,CALL006,12,SPEAKER_00,65.67,67.46,1.79,"No, I'm glad to be here.",Customer,Positive,0.4588,0.375,0.625,0.0,No,,False,,,,
