output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_002,2026-06-22T14:03:24,CALL007,1,SPEAKER_01,4.38,7.57,3.19,"Hey, Rocky, Rocky, Rocky, Rocky, Rocky, Rocky.",Agent
run_002,2026-06-22T14:03:24,CALL007,2,SPEAKER_01,11.02,14.75,3.73,"Good morning, Sneha. This is Mahindra from Mahindra Adventure Team.",Agent
run_002,2026-06-22T14:03:24,CALL007,3,SPEAKER_00,15.72,16.53,0.81,"Thank you, Polina.",Customer
run_002,2026-06-22T14:03:24,CALL007,4,SPEAKER_01,18.1,20.1,2.0,I am talking to Patil Sharma,Agent
run_002,2026-06-22T14:03:24,CALL007,5,SPEAKER_01,22.41,23.89,1.48,Thank you for confirming,Agent
run_002,2026-06-22T14:03:24,CALL007,6,SPEAKER_01,24.67,35.99,11.32,"So, sir, this call is a small feedback call so that we can understand our customer preference and make our adventure experience even better for future events. Okay?",Agent
run_002,2026-06-22T14:03:24,CALL007,7,SPEAKER_01,38.74,42.2,3.46,"Sir, I would like to take your basic details so that I can know your age.",Agent
run_002,2026-06-22T14:03:24,CALL007,8,SPEAKER_01,44.63,46.96,2.33,"Sir, your profession?",Agent
run_002,2026-06-22T14:03:24,CALL007,9,SPEAKER_00,48.46,50.96,2.5,"Yes, I am in the telecom industry.",Customer
run_002,2026-06-22T14:03:24,CALL007,10,SPEAKER_01,52.61,55.25,2.64,How many members are there in your family?,Agent
run_002,2026-06-22T14:03:24,CALL007,11,SPEAKER_01,58.65,61.95,3.3,"Sir, which vehicle do you have in 4-wheeler?",Agent
run_002,2026-06-22T14:03:24,CALL007,12,SPEAKER_00,62.67,64.39,1.72,I have been waiting for you for a long time.,Customer
run_002,2026-06-22T14:03:24,CALL007,13,SPEAKER_01,65.12,65.93,0.81,See you tomorrow!,Agent
run_002,2026-06-22T14:03:24,CALL007,14,SPEAKER_01,68.07,69.76,1.69,"Okay, hot rocks",Agent
run_002,2026-06-22T14:03:24,CALL007,15,SPEAKER_00,71.07,72.41,1.34,"No, this is awesome. It's free to order.",Customer
run_002,2026-06-22T14:03:24,CALL007,16,SPEAKER_01,72.41,79.5,7.09,"Sir, where did you see the Mahindra Adventure event first, like Instagram, Facebook etc?",Agent
run_002,2026-06-22T14:03:24,CALL007,17,SPEAKER_00,80.2,82.4,2.2,"I would not have been able to do it, but I went to the event 2-3 times.",Customer
run_002,2026-06-22T14:03:24,CALL007,18,SPEAKER_01,87.16,94.65,7.49,"Sir, you had not subscribed to Mahindra's Adventure Event, right? So, you had...",Agent
run_002,2026-06-22T14:03:24,CALL007,19,SPEAKER_00,93.86,96.0,2.14,I participated in Mahendra's event.,Customer
run_002,2026-06-22T14:03:24,CALL007,20,SPEAKER_01,99.27,100.56,1.29,For which location sir?,Agent
