output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,word_count,duration_min,wpm,gap_from_previous_sec,agent_response_gap_from_customer_sec,overlap_with_previous_sec,agent_talkover_with_previous_customer_sec,customer_talkover_with_previous_agent_sec,is_long_agent_turn
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,1,SPEAKER_00,22.19,25.34,3.15,"Good afternoon, sir. This is Pradhana calling from Mahindra Adventure Team.",Agent,11,0.0525,209.52,0.0,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,2,SPEAKER_00,29.53,40.29,10.76,"Sir, we are conducting a short feedback exercise to understand customer preference for adventure experience. So this will help us to improve our future events. The call will take sir 8 to 10 minutes at least.",Agent,36,0.17933333333333332,200.74,4.19,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,3,SPEAKER_00,41.09,47.06,5.97,and your response will be sir kept confidential and used only for analysis purpose so can we proceed with the feedback sir,Agent,22,0.09949999999999999,221.11,0.8,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,4,SPEAKER_00,49.34,53.49,4.15,"Sir, we just want to start your feedback with basic information. Sir, may I know your age?",Agent,17,0.06916666666666667,245.78,2.28,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,5,SPEAKER_00,58.99,60.7,1.71,"Okay, Terrier profession",Agent,3,0.0285,105.26,5.5,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,6,SPEAKER_01,62.35,63.4,1.05,"No, I don't get it.",Customer,6,0.0175,342.86,1.65,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,7,SPEAKER_00,66.3,68.54,2.24,"Answer, how many people are there in your family?",Agent,9,0.037333333333333336,241.07,2.9,2.9,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,8,SPEAKER_00,73.2,76.31,3.11,"Okay. Answer, which vehicles do you own?",Agent,7,0.05183333333333333,135.05,4.66,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,9,SPEAKER_01,77.99,81.99,4.0,"I have a Honda City, a car, and an MG Comet.",Customer,11,0.06666666666666667,165.0,1.68,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,10,SPEAKER_00,84.61,85.54,0.93,Answer last one,Agent,3,0.015500000000000002,193.55,2.62,2.62,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,11,SPEAKER_00,88.52,94.13,5.61,"Sir, the last time you said that, I didn't hear it completely. So, sorry. Can you repeat?",Agent,18,0.0935,192.51,2.98,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,12,SPEAKER_01,93.6,94.53,0.93,Can you repeat?,Customer,3,0.015500000000000002,193.55,0.0,0.0,0.53,0.0,0.53,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,13,SPEAKER_01,96.57,97.47,0.9,Comet Comet,Customer,2,0.015000000000000001,133.33,2.04,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,14,SPEAKER_00,99.29,102.95,3.66,"And sir, when was the last time you took a part in a Mahindra Adventure activity?",Agent,16,0.061000000000000006,262.3,1.82,1.82,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,15,SPEAKER_01,104.62,106.17,1.55,I think it has been long.,Customer,6,0.025833333333333333,232.26,1.67,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,16,SPEAKER_01,107.22,108.67,1.45,Don't remember right now.,Customer,5,0.024166666666666666,206.9,1.05,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,17,SPEAKER_00,109.09,112.11,3.02,"Okay, so in 2025 or the 2024",Agent,7,0.050333333333333334,139.07,0.42,0.42,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,18,SPEAKER_01,113.48,115.03,1.55,"Maybe in 2024, I think.",Customer,5,0.025833333333333333,193.55,1.37,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,19,SPEAKER_00,115.78,120.79,5.01,ok so did you remember the event name or the location of event,Agent,13,0.08349999999999999,155.69,0.75,0.75,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,20,SPEAKER_01,123.27,125.33,2.06,"Sorry, I don't.",Customer,4,0.034333333333333334,116.5,2.48,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,21,SPEAKER_00,126.39,131.52,5.13,"Sir, can you tell us at least which kind of activity it is?",Agent,13,0.08549999999999999,152.05,1.06,1.06,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,22,SPEAKER_01,134.1,136.5,2.4,I think it was...,Customer,4,0.04,100.0,2.58,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,23,SPEAKER_01,137.29,139.54,2.25,and off-road activities somewhere in Kerala.,Customer,7,0.0375,186.67,0.79,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,24,SPEAKER_00,140.5,143.06,2.56,"Okay off-road activity in Kerala, right",Agent,7,0.042666666666666665,164.06,0.96,0.96,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,25,SPEAKER_00,144.31,149.81,5.5,"Okay. And so, where did you get the information about this event?",Agent,12,0.09166666666666666,130.91,1.25,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,26,SPEAKER_01,151.1,157.74,6.64,"Yeah, I have a tower with me, so I get information online. I get your email.",Customer,16,0.11066666666666666,144.58,1.29,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,27,SPEAKER_00,158.05,161.12,3.07,Like sir online from any other apps or website,Agent,9,0.051166666666666666,175.9,0.31,0.31,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,28,SPEAKER_01,162.55,164.44,1.89,"From Mahinda's website, I think.",Customer,6,0.0315,190.48,1.43,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,29,SPEAKER_00,164.39,166.1,1.71,"Okay, Mahindra website, right?",Agent,4,0.0285,140.35,0.0,0.0,0.05,0.05,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,30,SPEAKER_00,167.68,172.41,4.73,"Okay, so what made you feel interested enough to subscribe this adventure event",Agent,13,0.07883333333333334,164.9,1.58,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,31,SPEAKER_01,174.27,179.61,5.34,"Yeah, I love adventure. I have a thought. I often do adventure activities, that's it.",Customer,16,0.089,179.78,1.86,0.0,0.0,0.0,0.0,False
run_002,2026-06-22T14:00:28,Booking,A005,Pradhana,Medium,registry_name_match,CALL005,32,SPEAKER_00,179.55,182.74,3.19,"Okay, you like the adventure and off-roading riding, right?",Agent,10,0.05316666666666667,188.09,0.0,0.0,0.06,0.06,0.0,False
