output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_004,2026-07-03T12:27:21,CALL008,1,SPEAKER_2,7.7,8.3,0.6,Hello.,Customer
run_004,2026-07-03T12:27:21,CALL008,2,SPEAKER_1,9.9,16.8,6.9,"Hello, I am Dheeraj speaking from the Mahindra Relationship Center, Mumbai. Am I speaking with Kunal Roy ji?",Agent
run_004,2026-07-03T12:27:21,CALL008,3,SPEAKER_2,17.4,18.4,1.0,"Yes, congratulations.",Customer
run_004,2026-07-03T12:27:21,CALL008,4,SPEAKER_1,18.6,37.8,19.2,"Kunal Roy ji, as you showed interest in Mahindra's adventure skill or event but, due to some reason, you rejected it, here's a small feedback call so that we can improve our adventure team event even more. So, without taking much time, can I know if this is the right time to talk to you for hardly five minutes?",Agent
run_004,2026-07-03T12:27:21,CALL008,5,SPEAKER_2,38.4,39.6,1.2,"Yes, sir, please speak.",Customer
run_004,2026-07-03T12:27:21,CALL008,6,SPEAKER_1,40.2,45.2,5.0,"Okay. So, for profile purposes, can I know, Kunal ji, what is your age?",Agent
run_004,2026-07-03T12:27:21,CALL008,7,SPEAKER_2,46.0,46.9,0.9,Twenty-seven.,Customer
run_004,2026-07-03T12:27:21,CALL008,8,SPEAKER_1,47.4,49.3,1.9,"And do you have a job, or do you run a business?",Agent
run_004,2026-07-03T12:27:21,CALL008,9,SPEAKER_2,49.8,51.7,1.9,Sales employee business.,Customer
run_004,2026-07-03T12:27:21,CALL008,10,SPEAKER_1,52.0,55.2,3.2,"Okay, it's a business. And how many members are there in your family, sir?",Agent
run_004,2026-07-03T12:27:21,CALL008,11,SPEAKER_2,57.2,58.0,0.8,Four people.,Customer
run_004,2026-07-03T12:27:21,CALL008,12,SPEAKER_1,58.6,63.6,5.0,There are four members. Can you tell me which car you have as a four-wheeler?,Agent
run_004,2026-07-03T12:27:21,CALL008,13,SPEAKER_2,64.9,67.5,2.6,"It's a Brezza, and it's a Fortuner.",Customer
