output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,sentiment_label,sentiment_score,positive_component,neutral_component,negative_component,experience_classifier_used,customer_experience_label,is_customer_experience_negative,customer_experience_confidence,customer_experience_reason,customer_experience_issue_theme,customer_experience_issue_pointer
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,1,SPEAKER_0,19.8,20.2,0.4,Hello.,Unknown,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,2,SPEAKER_2,22.2,25.4,3.2,"Good afternoon, sir. This is Pragya calling from the Mahindra Adventure team.",Agent,Positive,0.6369,0.342,0.658,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,3,SPEAKER_1,28.1,28.6,0.5,Okay.,Customer,Positive,0.2263,1.0,0.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,4,SPEAKER_2,29.5,47.2,17.7,"Sir,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure",Agent,Positive,0.3182,0.15,0.85,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,5,SPEAKER_1,38.8,39.1,0.3,Okay.,Customer,Positive,0.2263,1.0,0.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,6,SPEAKER_1,48.0,48.4,0.4,Yes.,Customer,Positive,0.4019,1.0,0.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,7,SPEAKER_2,49.3,53.7,4.4,"Sir, we would like to start your feedback with some basic information. May I know your age?",Agent,Positive,0.3612,0.135,0.865,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,8,SPEAKER_1,55.1,55.7,0.6,Thirty-five.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,9,SPEAKER_2,56.6,57.4,0.8,"Thirty-five, right?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,10,SPEAKER_1,58.0,58.4,0.4,Yes.,Customer,Positive,0.4019,1.0,0.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,11,SPEAKER_2,59.0,60.8,1.8,"Okay, sir. What is your profession?",Agent,Positive,0.2263,0.275,0.725,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,12,SPEAKER_1,62.3,63.5,1.2,"Lawyer, advocate.",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,13,SPEAKER_2,63.9,64.4,0.5,Okay.,Agent,Positive,0.2263,1.0,0.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,14,SPEAKER_2,66.3,68.6,2.3,How many people are there in your family?,Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,15,SPEAKER_1,69.5,70.0,0.5,Four.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,16,SPEAKER_1,72.2,72.9,0.7,"Four, four.",Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,17,SPEAKER_2,72.7,76.4,3.7,"Okay. And sir, which vehicles do you own?",Agent,Positive,0.2263,0.213,0.787,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,18,SPEAKER_1,78.0,82.1,4.1,I have a Honda City and an MG Comet.,Customer,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,19,SPEAKER_2,83.0,85.7,2.7,"Okay. And sir, the last one.",Agent,Positive,0.2263,0.275,0.725,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,20,SPEAKER_1,87.3,87.7,0.4,Pardon?,Customer,Positive,0.3182,1.0,0.0,0.0,No,,False,,,,
run_004,2026-07-03T12:23:58,Booking,A004,Pragya,Medium,registry_name_match,CALL005,21,SPEAKER_2,88.5,94.2,5.7,"Sir, the last name you mentioned—I didn’t hear it completely. Can you repeat it?",Agent,Neutral,0.0,0.0,1.0,0.0,No,,False,,,,
