output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_004,2026-07-03T12:23:58,CALL005,1,SPEAKER_0,19.8,20.2,0.4,Hello.,Unknown
run_004,2026-07-03T12:23:58,CALL005,2,SPEAKER_2,22.2,25.4,3.2,"Good afternoon, sir. This is Pragya calling from the Mahindra Adventure team.",Agent
run_004,2026-07-03T12:23:58,CALL005,3,SPEAKER_1,28.1,28.6,0.5,Okay.,Customer
run_004,2026-07-03T12:23:58,CALL005,4,SPEAKER_2,29.5,47.2,17.7,"Sir,  we  are  conducting  a  short  feedback  exercise  to  understand  customer  preferences  for  adventure experiences.  This  will  help  us  improve  our  future  events.  The  call  will  take  8  to  10  minutes,  and  your  responses  will  be  kept confidential and used only for analysis purposes. Can we proceed with the feedback, sir?",Agent
run_004,2026-07-03T12:23:58,CALL005,5,SPEAKER_1,38.8,39.1,0.3,Okay.,Customer
run_004,2026-07-03T12:23:58,CALL005,6,SPEAKER_1,48.0,48.4,0.4,Yes.,Customer
run_004,2026-07-03T12:23:58,CALL005,7,SPEAKER_2,49.3,53.7,4.4,"Sir, we would like to start your feedback with some basic information. May I know your age?",Agent
run_004,2026-07-03T12:23:58,CALL005,8,SPEAKER_1,55.1,55.7,0.6,Thirty-five.,Customer
run_004,2026-07-03T12:23:58,CALL005,9,SPEAKER_2,56.6,57.4,0.8,"Thirty-five, right?",Agent
run_004,2026-07-03T12:23:58,CALL005,10,SPEAKER_1,58.0,58.4,0.4,Yes.,Customer
run_004,2026-07-03T12:23:58,CALL005,11,SPEAKER_2,59.0,60.8,1.8,"Okay, sir. What is your profession?",Agent
run_004,2026-07-03T12:23:58,CALL005,12,SPEAKER_1,62.3,63.5,1.2,"Lawyer, advocate.",Customer
run_004,2026-07-03T12:23:58,CALL005,13,SPEAKER_2,63.9,64.4,0.5,Okay.,Agent
run_004,2026-07-03T12:23:58,CALL005,14,SPEAKER_2,66.3,68.6,2.3,How many people are there in your family?,Agent
run_004,2026-07-03T12:23:58,CALL005,15,SPEAKER_1,69.5,70.0,0.5,Four.,Customer
run_004,2026-07-03T12:23:58,CALL005,16,SPEAKER_1,72.2,72.9,0.7,"Four, four.",Customer
run_004,2026-07-03T12:23:58,CALL005,17,SPEAKER_2,72.7,76.4,3.7,"Okay. And sir, which vehicles do you own?",Agent
run_004,2026-07-03T12:23:58,CALL005,18,SPEAKER_1,78.0,82.1,4.1,I have a Honda City and an MG Comet.,Customer
run_004,2026-07-03T12:23:58,CALL005,19,SPEAKER_2,83.0,85.7,2.7,"Okay. And sir, the last one.",Agent
run_004,2026-07-03T12:23:58,CALL005,20,SPEAKER_1,87.3,87.7,0.4,Pardon?,Customer
run_004,2026-07-03T12:23:58,CALL005,21,SPEAKER_2,88.5,94.2,5.7,"Sir, the last name you mentioned—I didn’t hear it completely. Can you repeat it?",Agent
run_004,2026-07-03T12:23:58,CALL005,22,SPEAKER_1,93.6,97.6,4.0,"Comet, Comet, Comet.",Customer
run_004,2026-07-03T12:23:58,CALL005,23,SPEAKER_2,98.0,103.1,5.1,"Okay. And sir, when was the last time you participated in a Mahindra Adventure activity?",Agent
run_004,2026-07-03T12:23:58,CALL005,24,SPEAKER_1,104.6,108.7,4.1,I think it has been a long time. I don’t remember right now.,Customer
run_004,2026-07-03T12:23:58,CALL005,25,SPEAKER_2,109.1,112.3,3.2,"Okay, sir. Was it in 2025 or 2024?",Agent
