output_version,output_generated_at,sop_call_type,agent_id,agent_name,agent_name_confidence,agent_identity_source,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role,word_count,duration_min,wpm,gap_from_previous_sec,agent_response_gap_from_customer_sec,overlap_with_previous_sec,agent_talkover_with_previous_customer_sec,customer_talkover_with_previous_agent_sec,is_long_agent_turn
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,1,SPEAKER_2,1.4,11.4,10.0,Namaste Sadavatsale Matrubhoome Dvaya Hindu Bhoome Sukham Vardhito Om,Customer,9,0.16666666666666666,54.0,0.0,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,2,SPEAKER_2,13.3,14.6,1.3,Mahamana,Customer,1,0.021666666666666667,46.15,1.9,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,3,SPEAKER_0,15.2,15.5,0.3,Hello,Unknown,1,0.005,200.0,0.6,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,4,SPEAKER_1,16.4,43.2,26.8,"Hello, I am Dheeraj speaking from Mahindra Adventures Event. Am I speaking with Khushra Garra ji? Am I",Agent,18,0.44666666666666666,40.3,0.9,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,5,SPEAKER_2,30.0,30.3,0.3,TCP,Customer,1,0.005,200.0,0.0,0.0,13.2,0.0,13.2,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,6,SPEAKER_2,43.9,45.2,1.3,"Yes, yes, speaking.",Customer,3,0.021666666666666667,138.46,0.7,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,7,SPEAKER_1,45.1,49.1,4.0,"Okay, so for profile purposes, first of all, may I know your age?",Agent,13,0.06666666666666667,195.0,0.0,0.0,0.1,0.1,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,8,SPEAKER_2,50.0,51.2,1.2,I am 31 years old.,Customer,5,0.02,250.0,0.9,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,9,SPEAKER_1,51.5,53.8,2.3,"31. And you are a businessman, sir?",Agent,7,0.03833333333333333,182.61,0.3,0.3,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,10,SPEAKER_2,55.1,56.6,1.5,"I am both, okay.",Customer,4,0.025,160.0,1.3,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,11,SPEAKER_1,57.0,62.7,5.7,"Okay, so both. In your family, how many members are there?",Agent,11,0.095,115.79,0.4,0.4,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,12,SPEAKER_2,63.7,64.5,0.8,Three.,Customer,1,0.013333333333333334,75.0,1.0,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,13,SPEAKER_1,65.2,69.1,3.9,Three. And which vehicle do you currently own?,Agent,8,0.065,123.08,0.7,0.7,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,14,SPEAKER_2,70.0,73.2,3.2,I have one Mahindra Pursuit and one Mahindra Thar.,Customer,9,0.05333333333333334,168.75,0.9,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,15,SPEAKER_1,73.1,74.7,1.6,Mahindra Thar.,Agent,2,0.02666666666666667,75.0,0.0,0.0,0.1,0.1,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,16,SPEAKER_2,75.7,77.2,1.5,"And one more, it’s a positive entry.",Customer,8,0.025,320.0,1.0,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,17,SPEAKER_1,77.8,80.8,3.0,Scorpio. Is it Thar or Thar Rocks?,Agent,7,0.05,140.0,0.6,0.6,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,18,SPEAKER_2,81.7,84.9,3.2,It is Thar. New Year 2024.,Customer,6,0.05333333333333334,112.5,0.9,0.0,0.0,0.0,0.0,False
run_003,2026-07-02T16:43:38,Other,A006,Dheeraj,Medium,registry_name_match,CALL009,19,SPEAKER_1,82.8,83.2,0.4,Thar.,Agent,1,0.006666666666666667,150.0,0.0,0.0,2.1,2.1,0.0,False
