output_version,output_generated_at,call_id,turn_id,speaker,start_time_sec,end_time_sec,duration_sec,utterance,role
run_001,2026-06-17T17:17:59,CALL004,1,SPEAKER_01,0.03,2.16,2.13,Thanks for watching!,Customer
run_001,2026-06-17T17:17:59,CALL004,2,SPEAKER_00,5.19,8.97,3.78,"Good afternoon ma'am, this is Farad Nia calling from Mahindra Adventure Activity.",Agent
run_001,2026-06-17T17:17:59,CALL004,3,SPEAKER_01,5.26,6.12,0.86,"Good afternoon, ma'am.",Customer
run_001,2026-06-17T17:17:59,CALL004,4,SPEAKER_00,10.58,12.47,1.89,"I am talking to the Adventure Activity Team, Ma'am.",Agent
run_001,2026-06-17T17:17:59,CALL004,5,SPEAKER_00,13.24,19.25,6.01,"There is a small feedback call ma'am, so that we can know our customer's preference for adventure experience.",Agent
run_001,2026-06-17T17:17:59,CALL004,6,SPEAKER_00,20.23,30.22,9.99,"Yes, so this will be helpful for our future events to make it even better. And as ma'am, this college will be for 8-10 minutes maximum.",Agent
run_001,2026-06-17T17:17:59,CALL004,7,SPEAKER_00,31.86,38.64,6.78,"Ma'am, the feedback will be kept confidential. We are going to use it for analytical purposes only.",Agent
run_001,2026-06-17T17:17:59,CALL004,8,SPEAKER_00,39.42,45.73,6.31,"Ma'am, before starting the feedback, we want to know your basic information. Ma'am, we can know your age.",Agent
run_001,2026-06-17T17:17:59,CALL004,9,SPEAKER_01,47.03,48.87,1.84,"There he is, a petite dude.",Customer
run_001,2026-06-17T17:17:59,CALL004,10,SPEAKER_00,49.73,55.28,5.55,"Okay. And ma'am, what will be your profession like you are a salaried person or self-employed?",Agent
run_001,2026-06-17T17:17:59,CALL004,11,SPEAKER_00,60.85,64.34,3.49,How many members are there in your family?,Agent
run_001,2026-06-17T17:17:59,CALL004,12,SPEAKER_00,67.73,72.22,4.49,"Ma'am, how many cars are available in four-wheelers?",Agent
run_001,2026-06-17T17:17:59,CALL004,13,SPEAKER_01,71.78,74.6,2.82,I have two in my formula.,Customer
run_001,2026-06-17T17:17:59,CALL004,14,SPEAKER_00,75.26,77.01,1.75,"Ma'am, can you tell me your name?",Agent
run_001,2026-06-17T17:17:59,CALL004,15,SPEAKER_01,77.89,79.33,1.44,"7-double-o, Thar road",Customer
run_001,2026-06-17T17:17:59,CALL004,16,SPEAKER_00,80.34,82.11,1.77,"Okay, so I'm in the below entire rocks, right?",Agent
run_001,2026-06-17T17:17:59,CALL004,17,SPEAKER_00,83.58,89.42,5.84,"Ma'am, when did you take part in Mahindra Adventure Activity last time?",Agent
run_001,2026-06-17T17:17:59,CALL004,18,SPEAKER_01,91.04,93.74,2.7,Last july,Customer
run_001,2026-06-17T17:17:59,CALL004,19,SPEAKER_00,93.86,96.02,2.16,"In 2025, in July, right?",Agent
run_001,2026-06-17T17:17:59,CALL004,20,SPEAKER_00,97.7,102.12,4.42,"Ma'am, do you remember the location or name of the event?",Agent
run_001,2026-06-17T17:17:59,CALL004,21,SPEAKER_01,103.31,106.39,3.08,What is the name of the event?,Customer
run_001,2026-06-17T17:17:59,CALL004,22,SPEAKER_00,107.0,108.98,1.98,Great escape or trail hunt,Agent
run_001,2026-06-17T17:17:59,CALL004,23,SPEAKER_01,108.98,110.82,1.84,"Talent, talent.",Customer
run_001,2026-06-17T17:17:59,CALL004,24,SPEAKER_00,111.47,113.41,1.94,"Okay, trailhead. And ma'am, location?",Agent
run_001,2026-06-17T17:17:59,CALL004,25,SPEAKER_01,111.83,113.46,1.63,"Okay, trailhead and then ma'am, location?",Customer
run_001,2026-06-17T17:17:59,CALL004,26,SPEAKER_01,114.31,116.38,2.07,"Location Nagpur, Chokhardhani",Customer
run_001,2026-06-17T17:17:59,CALL004,27,SPEAKER_00,117.73,120.1,2.37,"The location was Nagpur, right?",Agent
run_001,2026-06-17T17:17:59,CALL004,28,SPEAKER_00,123.66,126.75,3.09,"Ma'am, where did you get the information about this?",Agent
run_001,2026-06-17T17:17:59,CALL004,29,SPEAKER_01,127.77,130.49,2.72,I want to go to the store where we bought the car.,Customer
run_001,2026-06-17T17:17:59,CALL004,30,SPEAKER_00,130.98,134.14,3.16,"Okay, so you will get to know about the dealership.",Agent
run_001,2026-06-17T17:17:59,CALL004,31,SPEAKER_01,133.31,136.13,2.82,What is the name of the prehensile dealership?,Customer
run_001,2026-06-17T17:17:59,CALL004,32,SPEAKER_00,137.09,144.72,7.63,"Ma'am, what were the things that you found interesting and that's why you booked this adventure?",Agent
run_001,2026-06-17T17:17:59,CALL004,33,SPEAKER_00,148.89,151.97,3.08,"Like ma'am, you got information from the dealership, right?",Agent
run_001,2026-06-17T17:17:59,CALL004,34,SPEAKER_00,153.39,160.5,7.11,"Yes, so what was the thing that made you very excited and interested and why did you book this adventure event ma'am?",Agent
run_001,2026-06-17T17:17:59,CALL004,35,SPEAKER_01,161.49,164.97,3.48,I didn't see him before this.,Customer
run_001,2026-06-17T17:17:59,CALL004,36,SPEAKER_01,165.07,175.13,10.06,"That's why I took Thar. Actually, there was a Thar on the 3rd floor. I didn't do any adventure on it. When I took rocks, I had to go on it. I liked it.",Customer
run_001,2026-06-17T17:17:59,CALL004,37,SPEAKER_00,175.62,178.97,3.35,Location was looking good and we had to do an adventure right?,Agent
